estilo	livro	capitulo	versiculo	texto
TLB	Matthew	3	9	Don ’ t try to get by as you are , thinking , ‘ We are safe for we are Jews—descendants of Abraham. ’ That proves nothing . God can change these stones here into Jews ! [ e ]
TLB	Matthew	3	10	“ And even now the ax of God ’ s judgment is poised to chop down every unproductive tree . They will be chopped and burned .
TLB	Matthew	3	11	“ With water [ f ] I baptize those who repent of their sins ; but someone else is coming , far greater than I am , so great that I am not worthy to carry his shoes ! He shall baptize you with the Holy Spirit and with fire .
TLB	Matthew	3	12	He will separate the chaff from the grain , burning the chaff with never-ending fire and storing away the grain. ”
TLB	Matthew	3	13	Then Jesus went from Galilee to the Jordan River to be baptized there by John .
TLB	Matthew	3	14	John didn ’ t want to do it . “ This isn ’ t proper , ” he said . “ I am the one who needs to be baptized by you. ”
TLB	Matthew	3	15	But Jesus said , “ Please do it , for I must do all that is right. ” [ g ] So then John baptized him .
TLB	Matthew	3	16	After his baptism , as soon as Jesus came up out of the water , the heavens were opened to him and he saw the Spirit of God coming down in the form of a dove .
TLB	Matthew	3	17	And a voice from heaven said , “ This is my beloved Son , and I am wonderfully pleased with him. ” Footnotes - Matthew 3:1 While they were living in Nazareth , literally , “ In those days. ” - Matthew 3:2 is coming soon , or “ has arrived ” ; literally , “ is at hand. ” - Matthew 3:3 I hear , implied . See Isaiah 40:3 . - Matthew 3:7 Pharisees , Jewish religious leaders who strictly followed the letter of the law but often violated its intent . Sadducees , Jewish political leaders . - Matthew 3:9 God can change these stones here into Jews , literally , “ God is able of these stones to raise up children unto Abraham. ” - Matthew 3:11 With water . . . with the Holy Spirit , or “ In water . . . in the Holy Spirit. ” - Matthew 3:15 do all that is right , literally , “ fulfill all righteousness. ” The Living Bible copyright ©
TLB	Matthew	3	1971	by Tyndale House Foundation . Used by permission of Tyndale House Publishers Inc. , Carol Stream , Illinois
TLB	Matthew	3	60188	. All rights reserved .
TLB	Matthew	4	4	But Jesus told him , “ No ! For the Scriptures tell us that bread won ’ t feed men ’ s souls : obedience to every word of God is what we need. ”
TLB	Matthew	4	2	For forty days and forty nights he ate nothing and became very hungry .
TLB	Matthew	4	3	Then Satan tempted him to get food by changing stones into loaves of bread . “ It will prove you are the Son of God , ” he said .
TLB	Matthew	4	5	Then Satan took him to Jerusalem to the roof of the Temple .
TLB	Matthew	4	6	“ Jump off , ” he said , “ and prove you are the Son of God ; for the Scriptures declare , ‘ God will send his angels to keep you from harm , ’ . . . they will prevent you from smashing on the rocks below. ”
TLB	Matthew	4	7	Jesus retorted , “ It also says not to put the Lord your God to a foolish test ! ”
TLB	Matthew	4	8	Next Satan took him to the peak of a very high mountain and showed him the nations of the world and all their glory .
TLB	Matthew	4	9	“ I ’ ll give it all to you , ” he said , “ if you will only kneel and worship me. ”
TLB	Matthew	4	10	“ Get out of here , Satan , ” Jesus told him . “ The Scriptures say , ‘ Worship only the Lord God . Obey only him. ’ ”
TLB	Matthew	4	11	Then Satan went away , and angels came and cared for Jesus . 12-13 When Jesus heard that John had been arrested , he left Judea and returned home [ a ] to Nazareth in Galilee ; but soon he moved to Capernaum , beside the Lake of Galilee , close to Zebulun and Naphtali .
TLB	Matthew	4	14	This fulfilled Isaiah ’ s prophecy : 15-16 “ The land of Zebulun and the land of Naphtali , beside the lake , and the countryside beyond the Jordan River , and Upper Galilee where so many foreigners live—there the people who sat in darkness have seen a great Light ; they sat in the land of death , and the Light broke through upon them. ” [ b ]
TLB	Matthew	4	17	From then on , Jesus began to preach , “ Turn from sin and turn to God , for the Kingdom of Heaven is near. ” [ c ]
TLB	Matthew	4	18	One day as he was walking along the beach beside the Lake of Galilee , he saw two brothers—Simon , also called Peter , and Andrew—out in a boat [ d ] fishing with a net , for they were commercial fishermen .
TLB	Matthew	4	19	Jesus called out , “ Come along with me and I will show you how to fish for the souls of men ! ”
TLB	Matthew	4	20	And they left their nets at once and went with him .
TLB	Matthew	4	21	A little farther up the beach he saw two other brothers , James and John , sitting in a boat with their father , Zebedee , mending their nets ; and he called to them to come too .
TLB	Matthew	4	22	At once they stopped their work and , leaving their father behind , went with him .
TLB	Matthew	4	23	Jesus traveled all through Galilee teaching in the Jewish synagogues , everywhere preaching the Good News about the Kingdom of Heaven . And he healed every kind of sickness and disease .
TLB	Matthew	4	24	The report of his miracles spread far beyond the borders of Galilee so that sick folk were soon coming to be healed from as far away as Syria . And whatever their illness and pain , or if they were possessed by demons , or were insane , or paralyzed—he healed them all .
TLB	Matthew	4	25	Enormous crowds followed him wherever he went—people from Galilee , and the Ten Cities , and Jerusalem , and from all over Judea , and even from across the Jordan River . Footnotes - Matthew 4:12 returned home , implied . - Matthew 4:15 broke through upon them , see Isaiah 9:1-2 . - Matthew 4:17 is near , or “ is at hand , ” or “ has arrived. ” - Matthew 4:18 out in a boat , implied . The Living Bible copyright ©
TLB	Matthew	4	1971	by Tyndale House Foundation . Used by permission of Tyndale House Publishers Inc. , Carol Stream , Illinois
TLB	Matthew	4	60188	. All rights reserved .
TLB	Matthew	5	5	The meek and lowly are fortunate ! for the whole wide world belongs to them .
TLB	Matthew	5	3	“ Humble men are very fortunate ! ” he told them , “ for the Kingdom of Heaven is given to them .
TLB	Matthew	5	4	Those who mourn are fortunate ! for they shall be comforted .
TLB	Matthew	5	6	“ Happy are those who long to be just and good , for they shall be completely satisfied .
TLB	Matthew	5	7	Happy are the kind and merciful , for they shall be shown mercy .
TLB	Matthew	5	8	Happy are those whose hearts are pure , for they shall see God .
TLB	Matthew	5	9	Happy are those who strive for peace—they shall be called the sons of God .
TLB	Matthew	5	10	Happy are those who are persecuted because they are good , for the Kingdom of Heaven is theirs .
TLB	Matthew	5	11	“ When you are reviled and persecuted and lied about because you are my followers—wonderful !
TLB	Matthew	5	12	""
TLB	Matthew	5	13	“ You are the world ’ s seasoning , to make it tolerable . If you lose your flavor , what will happen to the world ? And you yourselves will be thrown out and trampled underfoot as worthless .
TLB	Matthew	5	14	You are the world ’ s light—a city on a hill , glowing in the night for all to see . 15-16 Don ’ t hide your light ! Let it shine for all ; let your good deeds glow for all to see , so that they will praise your heavenly Father .
TLB	Matthew	5	17	“ Don ’ t misunderstand why I have come—it isn ’ t to cancel the laws of Moses and the warnings of the prophets . No , I came to fulfill them and to make them all come true .
TLB	Matthew	5	18	With all the earnestness I have I say : Every law in the Book will continue until its purpose is achieved . [ a ]
TLB	Matthew	5	19	""
TLB	Matthew	5	20	“ But I warn you—unless your goodness [ b ] is greater than that of the Pharisees and other Jewish leaders , you can ’ t get into the Kingdom of Heaven at all !
TLB	Matthew	5	21	“ Under the laws of Moses the rule was , ‘ If you murder , you must die. ’
TLB	Matthew	5	22	But I have added to that rule and tell you [ c ]
TLB	Matthew	5	23	“ So if you are standing before the altar in the Temple , offering a sacrifice to God , and suddenly remember that a friend has something against you ,
TLB	Matthew	5	24	leave your sacrifice there beside the altar and go and apologize and be reconciled to him , and then come and offer your sacrifice to God .
TLB	Matthew	5	25	Come to terms quickly with your enemy before it is too late and he drags you into court and you are thrown into a debtor ’ s cell ,
TLB	Matthew	5	26	for you will stay there until you have paid the last penny .
TLB	Matthew	5	27	“ The laws of Moses said , ‘ You shall not commit adultery. ’
TLB	Matthew	5	28	But I say : Anyone who even looks at a woman with lust in his eye has already committed adultery with her in his heart .
TLB	Matthew	5	29	So if your eye—even if it is your best eye ! [ d ] —causes you to lust , gouge it out and throw it away . Better for part of you to be destroyed than for all of you to be cast into hell .
TLB	Matthew	5	30	And if your hand—even your right hand—causes you to sin , cut it off and throw it away . Better that than find yourself in hell .
TLB	Matthew	5	31	“ The law of Moses says , ‘ If anyone wants to be rid of his wife , he can divorce her merely by giving her a letter of dismissal. ’
TLB	Matthew	5	32	But I say that a man who divorces his wife , except for fornication , causes her to commit adultery if she marries again . And he who marries her commits adultery .
TLB	Matthew	5	33	“ Again , the law of Moses says , ‘ You shall not break your vows to God but must fulfill them all. ’
TLB	Matthew	5	34	But I say : Don ’ t make any vows ! And even to say ‘ By heavens ! ’ is a sacred vow to God , for the heavens are God ’ s throne .
TLB	Matthew	5	35	And if you say ‘ By the earth ! ’ it is a sacred vow , for the earth is his footstool . And don ’ t swear ‘ By Jerusalem ! ’ for Jerusalem is the capital of the great King .
TLB	Matthew	5	36	Don ’ t even swear ‘ By my head ! ’ for you can ’ t turn one hair white or black .
TLB	Matthew	5	37	Say just a simple ‘ Yes , I will ’ or ‘ No , I won ’ t. ’ Your word is enough . To strengthen your promise with a vow shows that something is wrong .
TLB	Matthew	5	38	“ The law of Moses says , ‘ If a man gouges out another ’ s eye , he must pay with his own eye . If a tooth gets knocked out , knock out the tooth [ e ] of the one who did it. ’
TLB	Matthew	5	39	But I say : Don ’ t resist violence ! If you are slapped on one cheek , turn the other too .
TLB	Matthew	5	40	If you are ordered to court , and your shirt is taken from you , give your coat too .
TLB	Matthew	5	41	If the military demand that you carry their gear for a mile , carry it two .
TLB	Matthew	5	42	Give to those who ask , and don ’ t turn away from those who want to borrow .
TLB	Matthew	5	43	Footnotes - Matthew 5:18 until its purpose is achieved , literally , “ until all things be accomplished. ” - Matthew 5:20 goodness , literally , “ righteousness. ” - Matthew 5:22 But I have added to that rule and tell you , literally , “ But I say. ” even in your own home , literally , “ with your brother. ” the fires of hell , literally , “ the hell of fire. ” - Matthew 5:29 your best eye , literally , “ your right eye. ” - Matthew 5:38 pay with his own eye . . . knock out the tooth , literally , “ an eye for an eye and a tooth for a tooth. ” The Living Bible copyright ©
TLB	Matthew	5	1971	by Tyndale House Foundation . Used by permission of Tyndale House Publishers Inc. , Carol Stream , Illinois
TLB	Matthew	5	60188	. All rights reserved .
TLB	Matthew	6	6	But when you pray , go away by yourself , all alone , and shut the door behind you and pray to your Father secretly , and your Father , who knows your secrets , will reward you . 7-8 “ Don ’ t recite the same prayer over and over as the heathen do , who think prayers are answered only by repeating them again and again . Remember , your Father knows exactly what you need even before you ask him !
TLB	Matthew	6	2	When you give a gift to a beggar , don ’ t shout about it as the hypocrites do—blowing trumpets in the synagogues and streets to call attention to their acts of charity ! I tell you in all earnestness , they have received all the reward they will ever get .
TLB	Matthew	6	3	But when you do a kindness to someone , do it secretly—don ’ t tell your left hand what your right hand is doing .
TLB	Matthew	6	4	And your Father , who knows all secrets , will reward you .
TLB	Matthew	6	5	“ And now about prayer . When you pray , don ’ t be like the hypocrites who pretend piety by praying publicly on street corners and in the synagogues where everyone can see them . Truly , that is all the reward they will ever get .
TLB	Matthew	6	9	“ Pray along these lines : ‘ Our Father in heaven , we honor your holy name .
TLB	Matthew	6	10	We ask that your kingdom will come now . May your will be done here on earth , just as it is in heaven .
TLB	Matthew	6	11	Give us our food again today , as usual ,
TLB	Matthew	6	12	and forgive us our sins , just as we have forgiven those who have sinned against us .
TLB	Matthew	6	13	Don ’ t bring us into temptation , but deliver us from the Evil One . [ a ] Amen. ’ 14-15
TLB	Matthew	6	16	“ And now about fasting . When you fast , declining your food for a spiritual purpose , don ’ t do it publicly , as the hypocrites do , who try to look wan and disheveled so people will feel sorry for them . Truly , that is the only reward they will ever get .
TLB	Matthew	6	17	But when you fast , put on festive clothing ,
TLB	Matthew	6	18	so that no one will suspect you are hungry , except your Father who knows every secret . And he will reward you .
TLB	Matthew	6	19	“ Don ’ t store up treasures here on earth where they can erode away or may be stolen .
TLB	Matthew	6	20	Store them in heaven where they will never lose their value and are safe from thieves .
TLB	Matthew	6	21	If your profits are in heaven , your heart will be there too .
TLB	Matthew	6	22	“ If your eye is pure , there will be sunshine in your soul .
TLB	Matthew	6	23	But if your eye is clouded with evil thoughts and desires , you are in deep spiritual darkness . And oh , how deep that darkness can be !
TLB	Matthew	6	24	“ You can not serve two masters : God and money . For you will hate one and love the other , or else the other way around .
TLB	Matthew	6	25	""
TLB	Matthew	6	28	“ And why worry about your clothes ? Look at the field lilies ! They don ’ t worry about theirs .
TLB	Matthew	6	29	Yet King Solomon in all his glory was not clothed as beautifully as they .
TLB	Matthew	6	30	And if God cares so wonderfully for flowers that are here today and gone tomorrow , won ’ t he more surely care for you , O men of little faith ? 31-32 “ So don ’ t worry at all about having enough food and clothing . Why be like the heathen ? For they take pride in all these things and are deeply concerned about them . But your heavenly Father already knows perfectly well that you need them ,
TLB	Matthew	6	33	and he will give them to you if you give him first place in your life and live as he wants you to .
TLB	Matthew	6	34	“ So don ’ t be anxious about tomorrow . God will take care of your tomorrow too . Live one day at a time . [ b ] Footnotes - Matthew 6:13 from the Evil One , or “ from evil. ” Some manuscripts add here , “ For yours is the kingdom and the power and the glory forever , Amen. ” - Matthew 6:34 Live one day at a time , literally , “ Sufficient unto the day is the evil thereof. ” The Living Bible copyright ©
TLB	Matthew	6	1971	by Tyndale House Foundation . Used by permission of Tyndale House Publishers Inc. , Carol Stream , Illinois
TLB	Matthew	6	60188	. All rights reserved .
TLB	Matthew	7	7	“ Ask , and you will be given what you ask for . Seek , and you will find . Knock , and the door will be opened .
TLB	Matthew	7	2	For others will treat you as you treat them .
TLB	Matthew	7	3	And why worry about a speck in the eye of a brother when you have a board in your own ?
TLB	Matthew	7	4	Should you say , ‘ Friend , let me help you get that speck out of your eye , ’ when you can ’ t even see because of the board in your own ?
TLB	Matthew	7	5	Hypocrite ! First get rid of the board . Then you can see to help your brother .
TLB	Matthew	7	6	“ Don ’ t give holy things to depraved men . Don ’ t give pearls to swine ! They will trample the pearls and turn and attack you .
TLB	Matthew	7	8	For everyone who asks , receives . Anyone who seeks , finds . If only you will knock , the door will open .
TLB	Matthew	7	9	If a child asks his father for a loaf of bread , will he be given a stone instead ?
TLB	Matthew	7	10	If he asks for fish , will he be given a poisonous snake ? Of course not !
TLB	Matthew	7	11	And if you hard-hearted , sinful men know how to give good gifts to your children , won ’ t your Father in heaven even more certainly give good gifts to those who ask him for them ?
TLB	Matthew	7	12	“ Do for others what you want them to do for you . This is the teaching of the laws of Moses in a nutshell . [ a ]
TLB	Matthew	7	13	“ Heaven can be entered only through the narrow gate ! The highway to hell [ b ] is broad , and its gate is wide enough for all the multitudes who choose its easy way .
TLB	Matthew	7	14	But the Gateway to Life is small , and the road is narrow , and only a few ever find it .
TLB	Matthew	7	15	“ Beware of false teachers who come disguised as harmless sheep , but are wolves and will tear you apart .
TLB	Matthew	7	16	You can detect them by the way they act , just as you can identify a tree by its fruit . You need never confuse grapevines with thorn bushes or figs with thistles .
TLB	Matthew	7	17	Different kinds of fruit trees can quickly be identified by examining their fruit .
TLB	Matthew	7	18	A variety that produces delicious fruit never produces an inedible kind . And a tree producing an inedible kind can ’ t produce what is good .
TLB	Matthew	7	19	So the trees having the inedible fruit are chopped down and thrown on the fire .
TLB	Matthew	7	20	Yes , the way to identify a tree or a person [ c ] is by the kind of fruit produced .
TLB	Matthew	7	21	“ Not all who sound religious are really godly people . They may refer to me as ‘ Lord , ’ but still won ’ t get to heaven . For the decisive question is whether they obey my Father in heaven .
TLB	Matthew	7	22	At the Judgment [ d ] many will tell me , ‘ Lord , Lord , we told others about you and used your name to cast out demons and to do many other great miracles. ’
TLB	Matthew	7	23	But I will reply , ‘ You have never been mine . [ e ] Go away , for your deeds are evil. ’
TLB	Matthew	7	24	“ All who listen to my instructions and follow them are wise , like a man who builds his house on solid rock .
TLB	Matthew	7	25	Though the rain comes in torrents , and the floods rise and the storm winds beat against his house , it won ’ t collapse , for it is built on rock .
TLB	Matthew	7	26	“ But those who hear my instructions and ignore them are foolish , like a man who builds his house on sand .
TLB	Matthew	7	27	For when the rains and floods come , and storm winds beat against his house , it will fall with a mighty crash. ”
TLB	Matthew	7	28	The crowds were amazed at Jesus ’ sermons ,
TLB	Matthew	7	29	for he taught as one who had great authority , and not as their Jewish leaders . [ f ] Footnotes - Matthew 7:12 This is the teaching of the laws of Moses in a nutshell , literally , “ This is the law and the prophets. ” - Matthew 7:13 The highway to hell , literally , “ The way that leads to destruction. ” - Matthew 7:20 or a person , implied . - Matthew 7:22 At the Judgment , literally , “ In that day. ” - Matthew 7:23 You have never been mine , literally , “ I never knew you. ” - Matthew 7:29 not as their Jewish leaders , literally , “ not as the scribes. ” These leaders only quoted others , and did not presume to present any fresh revelation . The Living Bible copyright ©
TLB	Matthew	7	1971	by Tyndale House Foundation . Used by permission of Tyndale House Publishers Inc. , Carol Stream , Illinois
TLB	Matthew	7	60188	. All rights reserved .
TLB	Matthew	8	8	Large crowds followed Jesus as he came down the hillside .
TLB	Matthew	8	2	Look ! A leper is approaching . He kneels before him , worshiping . “ Sir , ” the leper pleads , “ if you want to , you can heal me. ”
TLB	Matthew	8	3	Jesus touches the man . “ I want to , ” he says . “ Be healed. ” And instantly the leprosy disappears .
TLB	Matthew	8	4	Then Jesus says to him , “ Don ’ t stop to talk to anyone ; [ a ] go right over to the priest to be examined ; and take with you the offering required by Moses ’ law for lepers who are healed—a public testimony of your cure. ” 5-6 When Jesus arrived in Capernaum , a Roman army captain came and pled with him to come to his home and heal his servant boy who was in bed paralyzed and racked with pain .
TLB	Matthew	8	7	“ Yes , ” Jesus said , “ I will come and heal him. ” 8-9 Then the officer said , “ Sir , I am not worthy to have you in my home ; and it isn ’ t necessary for you to come . [ b ] If you will only stand here and say , ‘ Be healed , ’ my servant will get well ! I know , because I am under the authority of my superior officers and I have authority over my soldiers , and I say to one , ‘ Go , ’ and he goes , and to another , ‘ Come , ’ and he comes , and to my slave boy , ‘ Do this or that , ’ and he does it . And I know you have authority to tell his sickness to go—and it will go ! ”
TLB	Matthew	8	10	Jesus stood there amazed ! Turning to the crowd he said , “ I haven ’ t seen faith like this in all the land of Israel !
TLB	Matthew	8	11	And I tell you this , that many Gentiles like this Roman officer , [ c ] shall come from all over the world and sit down in the Kingdom of Heaven with Abraham , Isaac , and Jacob .
TLB	Matthew	8	12	And many an Israelite—those for whom the Kingdom was prepared—shall be cast into outer darkness , into the place of weeping and torment. ”
TLB	Matthew	8	13	Then Jesus said to the Roman officer , “ Go on home . What you have believed has happened ! ” And the boy was healed that same hour !
TLB	Matthew	8	14	When Jesus arrived at Peter ’ s house , Peter ’ s mother-in-law was in bed with a high fever .
TLB	Matthew	8	15	But when Jesus touched her hand , the fever left her ; and she got up and prepared a meal for them ! [ d ]
TLB	Matthew	8	16	That evening several demon-possessed people were brought to Jesus ; and when he spoke a single word , all the demons fled ; and all the sick were healed .
TLB	Matthew	8	17	This fulfilled the prophecy of Isaiah , “ He took our sicknesses and bore our diseases. ” [ e ]
TLB	Matthew	8	18	When Jesus noticed how large the crowd was growing , he instructed his disciples to get ready to cross to the other side of the lake .
TLB	Matthew	8	19	Just then [ f ] one of the Jewish religious teachers said to him , “ Teacher , I will follow you no matter where you go ! ”
TLB	Matthew	8	20	But Jesus said , “ Foxes have dens and birds have nests , but I , the Messiah , [ g ] have no home of my own—no place to lay my head. ”
TLB	Matthew	8	21	Another of his disciples said , “ Sir , when my father is dead , then I will follow you. ” [ h ]
TLB	Matthew	8	22	But Jesus told him ,
TLB	Matthew	8	23	Then he got into a boat and started across the lake with his disciples .
TLB	Matthew	8	24	Suddenly a terrible storm came up , with waves higher than the boat . But Jesus was asleep .
TLB	Matthew	8	25	The disciples went to him and wakened him , shouting , “ Lord , save us ! We ’ re sinking ! ”
TLB	Matthew	8	26	But Jesus answered , “ O you men of little faith ! Why are you so frightened ? ” Then he stood up and rebuked the wind and waves , and the storm subsided and all was calm .
TLB	Matthew	8	27	The disciples just sat there , awed ! “ Who is this , ” they asked themselves , “ that even the winds and the sea obey him ? ”
TLB	Matthew	8	28	When they arrived on the other side of the lake , in the country of the Gadarenes , two men with demons in them met him . They lived in a cemetery and were so dangerous that no one could go through that area .
TLB	Matthew	8	29	They began screaming at him , “ What do you want with us , O Son of God ? You have no right to torment us yet. ” [ j ]
TLB	Matthew	8	30	A herd of pigs was feeding in the distance ,
TLB	Matthew	8	31	so the demons begged , “ If you cast us out , send us into that herd of pigs. ”
TLB	Matthew	8	32	“ All right , ” Jesus told them . “ Begone. ” And they came out of the men and entered the pigs , and the whole herd rushed over a cliff and drowned in the water below .
TLB	Matthew	8	33	The herdsmen fled to the nearest city with the story of what had happened ,
