estilo	livro	capitulo	versiculo	texto
ERV	Matthew	2	23	He went to a town called Nazareth and lived there . This gave full meaning to what God said through the prophets . God said the Messiah [ b ] would be called a Nazarene . [ c ] Footnotes - Matthew 2:15 Quote from Hos . 11:1 . - Matthew 2:23 the Messiah Literally , “ he. ” See “ Messiah ” in the Word List . - Matthew 2:23 Nazarene A person from the city of Nazareth . This name sounds like the Hebrew word for “ branch. ” So Matthew may be referring to the promise of a “ branch ” of David ’ s family . See Isa . 11:1 .
ERV	Matthew	3	3	John is the one Isaiah the prophet was talking about when he said , “ There is someone shouting in the desert : ‘ Prepare the way for the Lord . Make the road straight for him. ’ ” ( B )
ERV	Matthew	3	2	John said , “ Change your hearts and lives , because God ’ s kingdom is now very near . [ a ] ”
ERV	Matthew	3	4	John ’ s clothes were made from camel ’ s hair , and he had a leather belt around his waist . For food , he ate locusts and wild honey .
ERV	Matthew	3	5	People came to John from Jerusalem and the rest of Judea and from all the areas along the Jordan River .
ERV	Matthew	3	6	They confessed the bad things they had done , and John baptized them in the Jordan .
ERV	Matthew	3	7	Many Pharisees and Sadducees came to where John was baptizing people . When John saw them , he said , “ You are all snakes ! Who warned you to run from God ’ s judgment that is coming ?
ERV	Matthew	3	8	Change your hearts ! And show by the way you live that you have changed .
ERV	Matthew	3	9	I know what you are thinking . You want to say , ‘ but Abraham is our father ! ’ That means nothing . I tell you , God could make children for Abraham from these rocks .
ERV	Matthew	3	10	The ax is now ready to cut down the trees . [ b ] Every tree that does not produce good fruit will be cut down and thrown into the fire .
ERV	Matthew	3	11	“ I baptize you with water to show that you have changed your hearts and lives . But there is someone coming later who is able to do more than I can . I am not good enough to be the slave who takes off his sandals . He will baptize you with the Holy Spirit and with fire .
ERV	Matthew	3	12	He will come ready to clean the grain . [ c ] He will separate the good grain from the straw , and he will put the good part into his barn . Then he will burn the useless part with a fire that can not be stopped. ” Jesus Is Baptized by John ( C )
ERV	Matthew	3	13	Then Jesus came from Galilee to the Jordan River . He came to John , wanting John to baptize him .
ERV	Matthew	3	14	But John tried to stop him . John said , “ Why do you come to me to be baptized ? I should be baptized by you ! ”
ERV	Matthew	3	15	Jesus answered , “ Let it be this way for now . We should do whatever God says is right. ” Then John agreed .
ERV	Matthew	3	16	So Jesus was baptized . As soon as he came up out of the water , the sky opened , and he saw God ’ s Spirit coming down on him like a dove .
ERV	Matthew	3	17	A voice from heaven said , “ This is my Son , the one I love . I am very pleased with him. ” Footnotes - Matthew 3:2 is now very near Or “ is coming soon ” or “ has come. ” - Matthew 3:10 trees The people who don ’ t obey God . They are like “ trees ” that will be cut down . - Matthew 3:12 clean the grain Meaning that Jesus will separate the good people from those who are bad .
ERV	Matthew	4	4	Jesus answered him , “ The Scriptures say , ‘ It is not just bread that keeps people alive . Their lives depend on what God says. ’ ” ( B )
ERV	Matthew	4	2	Jesus ate nothing for
ERV	Matthew	4	40	days and nights . After this , he was very hungry .
ERV	Matthew	4	3	The devil [ a ] came to tempt him and said , “ If you are the Son of God , tell these rocks to become bread. ”
ERV	Matthew	4	5	Then the devil led Jesus to the holy city of Jerusalem and put him on a high place at the edge of the Temple area .
ERV	Matthew	4	6	He said to Jesus , “ If you are the Son of God , jump off , because the Scriptures say , ‘ God will command his angels to help you , and their hands will catch you , so that you will not hit your foot on a rock. ’ ” ( C )
ERV	Matthew	4	7	Jesus answered , “ The Scriptures also say , ‘ You must not test the Lord your God. ’ ” [ b ]
ERV	Matthew	4	8	Then the devil led Jesus to the top of a very high mountain and showed him all the kingdoms of the world and all the wonderful things in them .
ERV	Matthew	4	9	The devil said , “ If you will bow down and worship me , I will give you all these things. ”
ERV	Matthew	4	10	Jesus said to him , “ Get away from me , Satan ! The Scriptures say , ‘ You must worship the Lord your God . Serve only him ! ’ ” ( D )
ERV	Matthew	4	11	So the devil left him . Then some angels came to Jesus and helped him . Jesus Begins His Work in Galilee ( E )
ERV	Matthew	4	12	Jesus heard that John was put in prison , so he went back to Galilee .
ERV	Matthew	4	13	But he did not stay in Nazareth . He went to live in Capernaum , a town near Lake Galilee in the area near Zebulun and Naphtali .
ERV	Matthew	4	14	He did this to give full meaning to what the prophet Isaiah said :
ERV	Matthew	4	15	“ Listen , land of Zebulun and land of Naphtali , lands by the road that goes to the sea , the area past the Jordan River— Galilee , where those from other nations live .
ERV	Matthew	4	16	The people who live in spiritual darkness have seen a great light . The light has shined for those who live in the land that is as dark as a grave. ” ( F )
ERV	Matthew	4	17	From that time Jesus began to tell people his message : “ Change your hearts and lives , because God ’ s kingdom is now very near . [ c ] ” Jesus Chooses Some Followers ( G )
ERV	Matthew	4	18	As Jesus was walking by Lake Galilee , he saw two brothers , Simon ( called Peter ) and Simon ’ s brother Andrew . These brothers were fishermen , and they were fishing in the lake with a net .
ERV	Matthew	4	19	Jesus said to them , “ Come , follow me , and I will make you a different kind of fishermen . You will bring in people , not fish. ”
ERV	Matthew	4	20	Simon and Andrew immediately left their nets and followed him .
ERV	Matthew	4	21	Jesus continued walking by Lake Galilee . He saw two other brothers , James and John , the sons of Zebedee . They were in a boat with their father Zebedee . They were preparing their nets to catch fish . Jesus told the brothers to come with him .
ERV	Matthew	4	22	So they immediately left the boat and their father , and they followed Jesus . Jesus Teaches and Heals the People ( H )
ERV	Matthew	4	23	Jesus went everywhere in the country of Galilee . He taught in the synagogues and told the Good News about God ’ s kingdom . And he healed all the people ’ s diseases and sicknesses .
ERV	Matthew	4	24	The news about Jesus spread all over Syria , and people brought to him all those who were sick . They were suffering from different kinds of diseases and pain . Some had demons inside them , some suffered from seizures , and some were paralyzed . Jesus healed them all .
ERV	Matthew	4	25	Large crowds followed him—people from Galilee , the Ten Towns , Jerusalem , Judea , and the area across the Jordan River . Footnotes - Matthew 4:3 The devil Literally , “ The tempter. ” - Matthew 4:7 Quote from Deuteronomy 6:16 . - Matthew 4:17 is now very near Or “ is coming soon ” or “ has come . ”
ERV	Matthew	5	5	Great blessings belong to those who are humble . They will be given the land God promised . [ b ]
ERV	Matthew	5	2	Then Jesus began teaching the people . He said ,
ERV	Matthew	5	3	“ Great blessings belong to those who know they are spiritually in need . [ a ] God ’ s kingdom belongs to them .
ERV	Matthew	5	4	Great blessings belong to those who are sad now . God will comfort them .
ERV	Matthew	5	6	Great blessings belong to those who want to do right more than anything else . [ c ] God will fully satisfy them .
ERV	Matthew	5	7	Great blessings belong to those who show mercy to others . Mercy will be given to them .
ERV	Matthew	5	8	Great blessings belong to those whose thoughts are pure . They will be with God .
ERV	Matthew	5	9	Great blessings belong to those who work to bring peace . God will call them his sons and daughters .
ERV	Matthew	5	10	Great blessings belong to those who suffer persecution for doing what is right . God ’ s kingdom belongs to them .
ERV	Matthew	5	11	“ People will insult you and hurt you . They will lie and say all kinds of evil things about you because you follow me . But when they do that , know that great blessings belong to you .
ERV	Matthew	5	12	Be happy about it . Be very glad because you have a great reward waiting for you in heaven . People did these same bad things to the prophets who lived before you . You Are Like Salt and Light ( B )
ERV	Matthew	5	13	“ You are the salt of the earth . But if the salt loses its taste , it can not be made salty again . Salt is useless if it loses its salty taste . It will be thrown out where people will just walk on it .
ERV	Matthew	5	14	“ You are the light that shines for the world to see . You are like a city built on a hill that can not be hidden .
ERV	Matthew	5	15	People don ’ t hide a lamp under a bowl . They put it on a lampstand . Then the light shines for everyone in the house .
ERV	Matthew	5	16	In the same way , you should be a light for other people . Live so that they will see the good things you do and praise your Father in heaven . Jesus and the Old Testament Writings
ERV	Matthew	5	17	“ Don ’ t think that I have come to destroy the Law of Moses or the teaching of the prophets . I have come not to destroy their teachings but to give full meaning to them .
ERV	Matthew	5	18	I assure you that nothing will disappear from the law until heaven and earth are gone . The law will not lose even the smallest letter or the smallest part of a letter until it has all been done .
ERV	Matthew	5	19	“ A person should obey every command in the law , even one that does not seem important . Whoever refuses to obey any command and teaches others not to obey it will be the least important in God ’ s kingdom . But whoever obeys the law and teaches others to obey it will be great in God ’ s kingdom .
ERV	Matthew	5	20	I tell you that you must do better than the teachers of the law and the Pharisees . If you are not more pleasing to God than they are , you will never enter God ’ s kingdom . Jesus Teaches About Anger
ERV	Matthew	5	21	“ You have heard that it was said to our people long ago , ‘ You must not murder anyone . [ d ] Any person who commits murder will be judged. ’
ERV	Matthew	5	22	But I tell you , don ’ t be angry with anyone . If you are angry with others , you will be judged . And if you insult someone , you will be judged by the high court . And if you call someone a fool , you will be in danger of the fire of hell .
ERV	Matthew	5	23	“ So , what if you are offering your gift at the altar and remember that someone has something against you ?
ERV	Matthew	5	24	Leave your gift there and go make peace with that person . Then come and offer your gift .
ERV	Matthew	5	25	“ If anyone wants to take you to court , make friends with them quickly . Try to do that before you get to the court . If you don ’ t , they might hand you over to the judge . And the judge will hand you over to a guard , who will throw you into jail .
ERV	Matthew	5	26	I assure you that you will not leave there until you have paid everything you owe . Jesus Teaches About Sexual Sin
ERV	Matthew	5	27	“ You have heard that it was said , ‘ You must not commit adultery. ’ [ e ]
ERV	Matthew	5	28	But I tell you that if a man looks at a woman and wants to sin sexually with her , he has already committed that sin with her in his mind .
ERV	Matthew	5	29	If your right eye makes you sin , take it out and throw it away . It is better to lose one part of your body than to have your whole body thrown into hell .
ERV	Matthew	5	30	If your right hand makes you sin , cut it off and throw it away . It is better to lose one part of your body than for your whole body to go into hell . Jesus Teaches About Divorce ( C )
ERV	Matthew	5	31	“ It was also said , ‘ Any man who divorces his wife must give her a written notice of divorce. ’ [ f ]
ERV	Matthew	5	32	But I tell you that any man who divorces his wife , except for the problem of sexual sin , is causing his wife to be guilty of adultery . And whoever marries a divorced woman is guilty of adultery . Jesus Teaches About Making Promises
ERV	Matthew	5	33	“ You have heard that it was said to our people long ago , ‘ When you make a vow , you must not break your promise . Keep the vows that you make to the Lord. ’ [ g ]
ERV	Matthew	5	34	But I tell you , when you make a promise , don ’ t try to make it stronger with a vow . Don ’ t make a vow using the name of heaven , because heaven is God ’ s throne .
ERV	Matthew	5	35	Don ’ t make a vow using the name of the earth , because the earth belongs to him . [ h ] Don ’ t make a vow using the name of Jerusalem , because it also belongs to him , the great King .
ERV	Matthew	5	36	And don ’ t even say that your own head is proof that you will keep your promise . You can not make one hair on your head white or black .
ERV	Matthew	5	37	Say only ‘ yes ’ if you mean ‘ yes , ’ and say only ‘ no ’ if you mean ‘ no. ’ If you say more than that , it is from the Evil One . Jesus Teaches About Fighting Back ( D )
ERV	Matthew	5	38	“ You have heard that it was said , ‘ An eye for an eye , and a tooth for a tooth. ’ [ i ]
ERV	Matthew	5	39	But I tell you , don ’ t fight back against someone who wants to do harm to you . If they hit you on the right cheek , let them hit the other cheek too .
ERV	Matthew	5	40	If anyone wants to sue you in court and take your shirt , let them have your coat too .
ERV	Matthew	5	41	If a soldier forces you to walk with him one mile , [ j ] go with him two .
ERV	Matthew	5	42	Give to anyone who asks you for something . Don ’ t refuse to give to anyone who wants to borrow from you . Love Your Enemies ( E )
ERV	Matthew	5	43	“ You have heard that it was said , ‘ Love your neighbor [ k ] and hate your enemy. ’
ERV	Matthew	5	44	But I tell you , love your enemies . Pray for those who treat you badly .
ERV	Matthew	5	45	If you do this , you will be children who are truly like your Father in heaven . He lets the sun rise for all people , whether they are good or bad . He sends rain to those who do right and to those who do wrong .
ERV	Matthew	5	46	If you love only those who love you , why should you get a reward for that ? Even the tax collectors do that .
ERV	Matthew	5	47	And if you are nice only to your friends , you are no better than anyone else . Even the people who don ’ t know God are nice to their friends .
ERV	Matthew	5	48	What I am saying is that you must be perfect , just as your Father in heaven is perfect . Footnotes - Matthew 5:3 those … in need Literally , “ the poor in spirit. ” - Matthew 5:5 They will … promised This is the meaning of these words in Ps . 37:11 . Here , they probably refer to a spiritual “ promised land , ” but they can also mean “ The earth will belong to them. ” - Matthew 5:6 want … more than anything else Literally , “ hunger and thirst for righteousness. ” - Matthew 5:21 Quote from Ex . 20:13 ; Deut . 5:17 . - Matthew 5:27 Quote from Ex . 20:14 ; Deut . 5:18 . - Matthew 5:31 Quote from Deut . 24:1 . - Matthew 5:33 See Lev . 19:12 ; Num . 30:2 ; Deut . 23:21 . - Matthew 5:35 the earth … him Literally , “ it is the footstool of his feet. ” - Matthew 5:38 Quote from Ex . 21:24 ; Lev . 24:20 . - Matthew 5:41 one mile Literally , “ one milion , ” about 1.5 km . - Matthew 5:43 Quote from Lev . 19:18 .
ERV	Matthew	6	6	But when you pray , you should go into your room and close the door . Then pray to your Father . He is there in that private place . He can see what is done in private , and he will reward you .
ERV	Matthew	6	2	“ When you give to those who are poor , don ’ t announce that you are giving . Don ’ t be like the hypocrites . When they are in the synagogues and on the streets , they blow trumpets before they give so that people will see them . They want everyone to praise them . The truth is , that ’ s all the reward they will get .
ERV	Matthew	6	3	So when you give to the poor , don ’ t let anyone know what you are doing . [ a ]
ERV	Matthew	6	4	Your giving should be done in private . Your Father can see what is done in private , and he will reward you . Jesus Teaches About Prayer ( A )
ERV	Matthew	6	5	“ When you pray , don ’ t be like the hypocrites . They love to stand in the synagogues and on the street corners and pray loudly . They want people to see them . The truth is , that ’ s all the reward they will get .
ERV	Matthew	6	7	“ And when you pray , don ’ t be like the people who don ’ t know God . They say the same things again and again . They think that if they say it enough , their god will hear them .
ERV	Matthew	6	8	Don ’ t be like them . Your Father knows what you need before you ask him .
ERV	Matthew	6	9	So this is how you should pray : ‘ Our Father in heaven , we pray that your name will always be kept holy .
ERV	Matthew	6	10	We pray that your kingdom will come— that what you want will be done here on earth , the same as in heaven .
ERV	Matthew	6	11	Give us the food we need for today .
ERV	Matthew	6	12	Forgive our sins , just as we have forgiven those who did wrong to us .
ERV	Matthew	6	13	Don ’ t let us be tempted , but save us from the Evil One. ’ [ b ]
ERV	Matthew	6	14	Yes , if you forgive others for the wrongs they do to you , then your Father in heaven will also forgive your wrongs .
ERV	Matthew	6	15	But if you don ’ t forgive others , then your Father in heaven will not forgive the wrongs you do . Jesus Teaches About Fasting
ERV	Matthew	6	16	“ When you fast , don ’ t make yourselves look sad like the hypocrites . They put a look of suffering on their faces so that people will see they are fasting . The truth is , that ’ s all the reward they will get .
ERV	Matthew	6	17	So when you fast , wash your face and make yourself look nice .
ERV	Matthew	6	18	Then no one will know you are fasting , except your Father , who is with you even in private . He can see what is done in private , and he will reward you . You Can not Serve Two Masters ( B )
ERV	Matthew	6	19	“ Don ’ t save treasures for yourselves here on earth . Moths and rust will destroy them . And thieves can break into your house and steal them .
ERV	Matthew	6	20	Instead , save your treasures in heaven , where they can not be destroyed by moths or rust and where thieves can not break in and steal them .
ERV	Matthew	6	21	Your heart will be where your treasure is .
ERV	Matthew	6	22	The lamp of the body is the eye . So , if your eye is pure , your whole body will be full of light .
ERV	Matthew	6	23	But if your eye is evil , your whole body will be dark . So , if the light in you is darkness , how much is the darkness. ” - Matthew 6:24 Money Or “ mamona , ” an Aramaic word meaning “ wealth . ”
ERV	Matthew	6	24	“ You can not serve two masters at the same time . You will hate one and love the other , or you will be loyal to one and not care about the other . You can not serve God and Money [ d ] at the same time . Put God ’ s Kingdom First ( C )
ERV	Matthew	6	25	“ So I tell you , don ’ t worry about the things you need to live—what you will eat , drink , or wear . Life is more important than food , and the body is more important than what you put on it .
ERV	Matthew	6	26	Look at the birds . They don ’ t plant , harvest , or save food in barns , but your heavenly Father feeds them . Don ’ t you know you are worth much more than they are ?
ERV	Matthew	6	27	You can not add any time to your life by worrying about it .
ERV	Matthew	6	28	“ And why do you worry about clothes ? Look at the wildflowers in the field . See how they grow . They don ’ t work or make clothes for themselves .
ERV	Matthew	6	29	But I tell you that even Solomon , the great and rich king , was not dressed as beautifully as one of these flowers .
ERV	Matthew	6	30	If God makes what grows in the field so beautiful , what do you think he will do for you ? It ’ s just grass—one day it ’ s alive , and the next day someone throws it into a fire . But God cares enough to make it beautiful . Surely he will do much more for you . Your faith is so small !
ERV	Matthew	6	31	“ Don ’ t worry and say , ‘ What will we eat ? ’ or ‘ What will we drink ? ’ or ‘ What will we wear ? ’
ERV	Matthew	6	32	That ’ s what those people who don ’ t know God are always thinking about . Don ’ t worry , because your Father in heaven knows that you need all these things .
ERV	Matthew	6	33	What you should want most is God ’ s kingdom and doing what he wants you to do . Then he will give you all these other things you need .
ERV	Matthew	6	34	So don ’ t worry about tomorrow . Each day has enough trouble of its own . Tomorrow will have its own worries . Footnotes - Matthew 6:3 don ’ t … doing Literally , “ don ’ t let your left hand know what your right hand is doing. ” - Matthew 6:13 Some Greek copies add : “ For the kingdom and the power and the glory belong to you forever and ever . Amen. ” - Matthew 6:23 Literally , “
ERV	Matthew	7	7	“ Continue to ask , and God will give to you . Continue to search , and you will find . Continue to knock , and the door will open for you .
ERV	Matthew	7	2	If you judge others , you will be judged the same way you judge them . God will treat you the same way you treat others .
ERV	Matthew	7	3	“ Why do you notice the small piece of dust that is in your friend ’ s eye , but you don ’ t notice the big piece of wood that is in your own ?
ERV	Matthew	7	4	Why do you say to your friend , ‘ Let me take that piece of dust out of your eye ’ ? Look at yourself first ! You still have that big piece of wood in your own eye .
ERV	Matthew	7	5	You are a hypocrite ! First , take the wood out of your own eye . Then you will see clearly to get the dust out of your friend ’ s eye .
ERV	Matthew	7	6	“ Don ’ t give something that is holy to dogs . They will only turn and hurt you . And don ’ t throw your pearls to pigs . They will only step on them . Ask God for What You Need ( B )
ERV	Matthew	7	8	Yes , whoever continues to ask will receive . Whoever continues to look will find . And whoever continues to knock will have the door opened for them .
ERV	Matthew	7	9	“ Do any of you have a son ? If he asked for bread , would you give him a rock ?
ERV	Matthew	7	10	Or if he asked for a fish , would you give him a snake ? Of course not !
ERV	Matthew	7	11	You people are so bad , but you still know how to give good things to your children . So surely your heavenly Father will give good things to those who ask him . A Very Important Rule
ERV	Matthew	7	12	“ Do for others what you would want them to do for you . This is the meaning of the Law of Moses and the teaching of the prophets . The Way to Heaven and the Way to Hell ( C )
ERV	Matthew	7	13	“ You can enter true life only through the narrow gate . The gate to hell is very wide , and there is plenty of room on the road that leads there . Many people go that way .
ERV	Matthew	7	14	But the gate that opens the way to true life is narrow . And the road that leads there is hard to follow . Only a few people find it . What People Do Shows What They Are ( D )
ERV	Matthew	7	15	“ Be careful of false prophets . They come to you and look gentle like sheep . But they are really dangerous like wolves .
ERV	Matthew	7	16	You will know these people because of what they do . Good things don ’ t come from people who are bad , just as grapes don ’ t come from thornbushes , and figs don ’ t come from thorny weeds .
ERV	Matthew	7	17	In the same way , every good tree produces good fruit , and bad trees produce bad fruit .
ERV	Matthew	7	18	A good tree can not produce bad fruit , and a bad tree can not produce good fruit .
ERV	Matthew	7	19	Every tree that does not produce good fruit is cut down and thrown into the fire .
ERV	Matthew	7	20	You will know these false people by what they do . [ a ]
ERV	Matthew	7	21	“ Not everyone who calls me Lord will enter God ’ s kingdom . The only people who will enter are those who do what my Father in heaven wants .
ERV	Matthew	7	22	On that last Day many will call me Lord . They will say , ‘ Lord , Lord , by the power of your name we spoke for God . And by your name we forced out demons and did many miracles. ’
ERV	Matthew	7	23	Then I will tell those people clearly , ‘ Get away from me , you people who do wrong . I never knew you. ’ Two Kinds of People ( E )
ERV	Matthew	7	24	“ Whoever hears these teachings of mine and obeys them is like a wise man who built his house on rock .
ERV	Matthew	7	25	It rained hard , the floods came , and the winds blew and beat against that house . But it did not fall because it was built on rock .
ERV	Matthew	7	26	“ Whoever hears these teachings of mine and does not obey them is like a foolish man who built his house on sand .
ERV	Matthew	7	27	It rained hard , the floods came , and the winds blew and beat against that house . And it fell with a loud crash. ”
ERV	Matthew	7	28	When Jesus finished speaking , the people were amazed at his teaching .
ERV	Matthew	7	29	He did not teach like their teachers of the law . He taught like someone who has authority . Footnotes - Matthew 7:20 by what they do Literally , “ by their fruits . ”
ERV	Matthew	8	8	The officer answered , “ Lord , I am not good enough for you to come into my house . You need only to give the order , and my servant will be healed .
ERV	Matthew	8	2	Then a man sick with leprosy came to him . The man bowed down before Jesus and said , “ Lord , you have the power to heal me if you want. ”
ERV	Matthew	8	3	Jesus touched the man . He said , “ I want to heal you . Be healed ! ” Immediately the man was healed from his leprosy .
ERV	Matthew	8	4	Then Jesus said to him , “ Don ’ t tell anyone about what happened . But go and let the priest look at you . [ a ] And offer the gift that Moses commanded for people who are made well . This will show everyone that you are healed. ” Jesus Heals an Officer ’ s Servant ( B )
ERV	Matthew	8	5	Jesus went to the city of Capernaum . When he entered the city , an army officer came to him and begged for help .
ERV	Matthew	8	6	The officer said , “ Lord , my servant is very sick at home in bed . He can ’ t move his body and has much pain. ”
ERV	Matthew	8	7	Jesus said to the officer , “ I will go and heal him. ”
ERV	Matthew	8	9	I know this , because I understand authority . There are people who have authority over me , and I have soldiers under my authority . I tell one soldier , ‘ Go , ’ and he goes . I tell another soldier , ‘ Come , ’ and he comes . I say to my servant , ‘ Do this , ’ and my servant obeys me. ”
ERV	Matthew	8	10	When Jesus heard this , he was amazed . He said to those who were with him , “ The truth is , this man has more faith than anyone I have found , even in Israel .
ERV	Matthew	8	11	Many people will come from the east and from the west . These people will sit and eat with Abraham , Isaac , and Jacob in God ’ s kingdom .
ERV	Matthew	8	12	And those who should have the kingdom will be thrown out . They will be thrown outside into the darkness , where people will cry and grind their teeth with pain. ”
ERV	Matthew	8	13	Then Jesus said to the officer , “ Go home . Your servant will be healed the way you believed he would. ” Right then his servant was healed . Jesus Heals Many People ( C )
ERV	Matthew	8	14	Jesus went to Peter ’ s house . He saw that Peter ’ s mother-in-law was in bed with a high fever .
ERV	Matthew	8	15	He touched her hand , and the fever left her . Then she stood up and began to serve him .
ERV	Matthew	8	16	That evening people brought to Jesus many people who had demons inside them . He spoke and the demons left the people . He healed all those who were sick .
