estilo	livro	capitulo	versiculo	texto
NBV	Mateo	3	11	» Yo bautizo con agua a los que se arrepienten de sus pecados ; pero después de mí vendrá alguien que es más poderoso que yo y él bautizará con el Espíritu Santo y fuego . ¡Yo ni siquiera soy digno de desatar sus zapatos !
NBV	Mateo	3	12	Él está listo para separar la paja del trigo ; quemará la paja en un fuego que nunca se apaga y guardará el trigo en su granero » . Bautismo de Jesús
NBV	Mateo	3	13	Jesús fue desde Galilea a donde estaba Juan en el río Jordán , para que lo bautizara .
NBV	Mateo	3	14	Pero Juan no quería hacerlo . ―¿Cómo va a ser eso ? —le decía Juan a Jesús— . ¡Tú eres el que debería bautizarme a mí !
NBV	Mateo	3	15	―Juan —le respondió Jesús— , bautízame , porque nos conviene cumplir lo que Dios manda . Y Juan lo bautizó .
NBV	Mateo	3	16	Cuando Jesús salía de las aguas del bautismo , los cielos se abrieron y vio que el Espíritu de Dios descendía sobre él en forma de paloma ;
NBV	Mateo	3	17	y una voz de los cielos dijo : « Este es mi Hijo amado , y en él me complazco » . Footnotes - 3.3 Isaías 40.3 Nueva Biblia Viva , ©
NBV	Mateo	3	2006	,
NBV	Mateo	3	2008	por Biblica , Inc.® Usado con permiso de Biblica , Inc.® Reservados todos los derechos en todo el mundo .
NBV	Mateo	4	4	―¡No ! —le respondió Jesús— . Escrito está : “ Para vivir no sólo es importante el pan : debemos obedecer todo lo que manda Dios ” .
NBV	Mateo	4	2	Luego de pasar cuarenta días y cuarenta noches sin probar bocado , Jesús sintió hambre
NBV	Mateo	4	3	y el diablo se le acercó . ―Si eres el Hijo de Dios —le dijo— , haz que estas piedras se conviertan en pan .
NBV	Mateo	4	5	Entonces el diablo lo llevó al lugar más alto del templo de Jerusalén .
NBV	Mateo	4	6	―Si eres el Hijo de Dios —le dijo— , tírate desde aquí . Las Escrituras dicen que Dios enviará a sus ángeles a cuidarte , y ni siquiera te tropezarás con las rocas .
NBV	Mateo	4	7	―Pero las Escrituras también dicen : “ No pongas a prueba a tu Dios ” —le respondió Jesús .
NBV	Mateo	4	8	Finalmente el diablo lo llevó a la cima de una alta montaña y le mostró las naciones del mundo y la gloria que hay en ellas .
NBV	Mateo	4	9	―Todo esto te lo daré si de rodillas me adoras —le dijo .
NBV	Mateo	4	10	―¡Vete de aquí , Satanás ! —le respondió Jesús— . Las Escrituras dicen : “ Sólo al Señor tu Dios adorarás , y solamente a él le obedecerás ” .
NBV	Mateo	4	11	El diablo se fue , y ¡los ángeles llegaron a atender a Jesús ! Jesús comienza a predicar
NBV	Mateo	4	12	Cuando Jesús oyó que habían encarcelado a Juan , regresó a Galilea .
NBV	Mateo	4	13	Pero no mucho después dejó Nazaret y se trasladó a Capernaum , junto al lago , en la región de Zabulón y Neftalí .
NBV	Mateo	4	14	Así se cumplió la profecía de Isaías :
NBV	Mateo	4	15	« Tierra de Zabulón y Neftalí , que estás en el camino al mar , al otro lado del Jordán , Galilea , donde tantos extranjeros habitan :
NBV	Mateo	4	16	El pueblo que estaba en tinieblas vio una gran luz y al pueblo que andaba en regiones de sombra de muerte le resplandeció la luz » .
NBV	Mateo	4	17	Y desde aquel mismo instante Jesús comenzó a predicar : « Arrepiéntanse de sus pecados porque el reino de los cielos se ha acercado » . Llamamiento de los primeros discípulos
NBV	Mateo	4	18	Un día , caminando Jesús a orillas del lago de Galilea , vio a dos pescadores que tiraban la red al agua . Eran Simón , mejor conocido por Pedro , y Andrés , su hermano .
NBV	Mateo	4	19	« Síganme y los convertiré en pescadores de hombres » , les dijo Jesús .
NBV	Mateo	4	20	Inmediatamente dejaron la red y lo siguieron .
NBV	Mateo	4	21	Un poco más adelante vio a otros dos hermanos , Jacobo y Juan , que estaban sentados en una barca , con Zebedeo su padre , y remendaban las redes . Cuando Jesús los llamó ,
NBV	Mateo	4	22	dejaron a su padre a cargo de lo que estaban haciendo y siguieron a Jesús . Jesús sana a los enfermos
NBV	Mateo	4	23	Jesús recorrió toda Galilea enseñando en las sinagogas , proclamando las buenas noticias del reino y sanando las enfermedades y dolencias de la gente .
NBV	Mateo	4	24	Su fama llegó hasta Siria , y le traían todo tipo de enfermos : No había enfermo , endemoniado , loco o paralítico que le trajeran y a quien no sanara .
NBV	Mateo	4	25	Y dondequiera que iba lo seguían multitudes enormes de Galilea , Decápolis , Jerusalén , toda Judea y de los territorios al este del río Jordán . Nueva Biblia Viva , ©
NBV	Mateo	4	2006	,
NBV	Mateo	4	2008	por Biblica , Inc.® Usado con permiso de Biblica , Inc.® Reservados todos los derechos en todo el mundo .
NBV	Mateo	5	5	¡Dichosos los mansos , porque el mundo entero les pertenecerá !
NBV	Mateo	5	2	Allí se sentó , y cuando sus discípulos se le acercaron comenzó a enseñarles :
NBV	Mateo	5	3	« ¡Dichosos los que reconocen su pobreza espiritual , porque de ellos es el reino de los cielos !
NBV	Mateo	5	4	¡Dichosos los que lloran , porque serán consolados !
NBV	Mateo	5	6	¡Dichosos los que tienen hambre y sed de justicia , porque quedarán satisfechos !
NBV	Mateo	5	7	¡Dichosos los que tienen compasión de otros , porque Dios tendrá compasión de ellos !
NBV	Mateo	5	8	¡Dichosos los que tienen un corazón limpio , porque verán a Dios !
NBV	Mateo	5	9	¡Dichosos los que hacen la paz , porque serán llamados hijos de Dios !
NBV	Mateo	5	10	¡Dichosos los que sufren persecución por ser justos , porque el reino de los cielos les pertenece !
NBV	Mateo	5	11	» Dichosos ustedes cuando alguien los ofenda o persiga o diga todo tipo de mentiras contra ustedes por ser mis discípulos .
NBV	Mateo	5	12	¡Alégrense mucho , porque en el cielo les espera una gran recompensa ! Así fue como persiguieron a los profetas antiguos . La sal y la luz
NBV	Mateo	5	13	» Ustedes son la sal del mundo . Si la sal pierde el sabor , ¿para qué va a servir ? ¡Sólo para que la boten y la pisoteen por inservible !
NBV	Mateo	5	14	» Ustedes son la luz del mundo . Una ciudad asentada sobre un monte no puede esconderse .
NBV	Mateo	5	15	Nadie enciende una lámpara para esconderla bajo un cajón , sino que la pone en alto para que alumbre a todos los que están en la casa .
NBV	Mateo	5	16	¡Así dejen ustedes brillar su luz ante toda la gente ! ¡Que las buenas obras que ustedes realicen brillen de tal manera que la gente adore al Padre celestial ! El cumplimiento de la ley
NBV	Mateo	5	17	» No vayan a creer que vine a anular la ley de Moisés y las enseñanzas de los profetas . Al contrario , vine a darles su verdadero significado .
NBV	Mateo	5	18	Les aseguro que mientras existan el cielo y la tierra , ni la parte más pequeña e insignificante de la ley se pasará por alto , hasta que esta se cumpla totalmente .
NBV	Mateo	5	19	Por eso , el que desobedezca el más pequeño mandamiento , y así les enseñe a los demás , se convertirá en la persona más pequeña del reino de los cielos ; pero quien obedezca y enseñe los mandamientos de Dios , será grande en el reino de los cielos .
NBV	Mateo	5	20	Les advierto que , a menos que ustedes sean más justos que los fariseos y los maestros de la ley de Dios , no podrán entrar al reino de los cielos . El homicidio
NBV	Mateo	5	21	» Ustedes saben que bajo la ley de Moisés la regla era que el que matara sería castigado .
NBV	Mateo	5	22	Pues yo añado que el que se enoja contra su hermano está cometiendo el mismo delito . El que le dice “ idiota ” a su hermano , merece que lo lleven al juzgado . Y el que maldiga a una persona , merece ir a parar a las llamas del infierno .
NBV	Mateo	5	23	Por lo tanto , si mientras estás presentando tu ofrenda delante del altar , te acuerdas de pronto de que alguien tiene algo contra ti ,
NBV	Mateo	5	24	deja allí mismo tu ofrenda . Vete primero a reconciliarte con tu hermano y luego regresa a presentar tu ofrenda .
NBV	Mateo	5	25	Reconcíliate con tu enemigo de inmediato antes que sea demasiado tarde , te lleve a juicio y te arrojen en la cárcel .
NBV	Mateo	5	26	Te aseguro que tendrás que permanecer allí hasta que pagues el último centavo . El adulterio
NBV	Mateo	5	27	» Ustedes saben que está escrito en la ley : “ No cometerás adulterio ” .
NBV	Mateo	5	28	Pero yo les digo : Cualquiera que mira a una mujer y desea acostarse con ella , comete adulterio en su corazón .
NBV	Mateo	5	29	Así que si uno de tus ojos te hace pecar , sácatelo y échalo lejos . Es mejor perder un miembro del cuerpo , y no que el cuerpo entero sea echado al infierno .
NBV	Mateo	5	30	Y si tu mano derecha te conduce al pecado , córtatela y échala lejos . Es mejor quedarse manco que ir al infierno . El divorcio
NBV	Mateo	5	31	» También está escrito : “ El que quiera separarse de su esposa , debe darle un certificado de divorcio ” .
NBV	Mateo	5	32	Pero yo les digo que el hombre que se divorcia de su esposa , excepto cuando esta haya sido infiel , hace que ella cometa adulterio y que el que se case con ella también lo cometa . Los juramentos
NBV	Mateo	5	33	» Ustedes también saben que hace mucho se dio este mandamiento : “ Cumplan lo que le juren a Dios ” .
NBV	Mateo	5	34	Pero yo les digo : Nunca juren . No juren por el cielo , porque es el trono de Dios ;
NBV	Mateo	5	35	ni juren por la tierra , porque es donde él pone sus pies ; ni por Jerusalén , porque Jerusalén es la capital del gran Rey .
NBV	Mateo	5	36	Ni siquiera juren por su propia cabeza , porque no pueden volver blanco o negro ni un solo cabello .
NBV	Mateo	5	37	Es suficiente con que digan “ sí ” o “ no ” y nada más . Si dicen algo más , seguro viene del maligno . Ojo por ojo
NBV	Mateo	5	38	» Ustedes saben que está escrito : “ Ojo por ojo y diente por diente ” .
NBV	Mateo	5	39	Pero yo les digo : No paguen mal por mal . Si los abofetean en la mejilla derecha , presenten la otra .
NBV	Mateo	5	40	Si los llevan a juicio y les quitan la camisa , denles también el abrigo .
NBV	Mateo	5	41	Si los obligan a llevar una carga un kilómetro , llévenla dos kilómetros .
NBV	Mateo	5	42	Denle al que les pida , y no le den la espalda al que les pida prestado . El amor a los enemigos
NBV	Mateo	5	43	» También conocen el mandamiento que dice : “ Ama a tu prójimo y odia a tu enemigo ” .
NBV	Mateo	5	44	Pero yo les digo : ¡Amen a sus enemigos ! ¡Oren por quienes los persiguen !
NBV	Mateo	5	45	De esta forma estarán actuando como hijos de su Padre que está en el cielo , porque él da la luz del sol a los malos y a los buenos y envía la lluvia a los justos y a los injustos .
NBV	Mateo	5	46	Si ustedes aman sólo a los que los aman , ¿qué de extraordinario tiene eso ? ¡Aun la gente mala puede hacerlo !
NBV	Mateo	5	47	Y si sólo saludan a sus hermanos , ¿qué hacen de más ? ¡Aun los paganos hacen eso !
NBV	Mateo	5	48	Ustedes deben ser perfectos , como su Padre que está en los cielos es perfecto . Nueva Biblia Viva , ©
NBV	Mateo	5	2006	,
NBV	Mateo	5	2008	por Biblica , Inc.® Usado con permiso de Biblica , Inc.® Reservados todos los derechos en todo el mundo .
NBV	Mateo	6	6	Pero cuando ustedes oren , háganlo a solas , a puerta cerrada ; y el Padre de ustedes , que conoce todos los secretos , los recompensará .
NBV	Mateo	6	2	Cuando den alguna limosna , no lo anden proclamando como los hipócritas , que tocan trompetas en las sinagogas y en las calles para que la gente se fije en lo caritativos que son . ¡Les aseguro que , aparte de eso , no tendrán otra recompensa !
NBV	Mateo	6	3	Pero cuando hagan algún bien , háganlo discretamente .
NBV	Mateo	6	4	¡Ah , pero el Padre de ustedes , que conoce todos los secretos , los recompensará ! La oración
NBV	Mateo	6	5	» Y cuando oren , no hagan como hacen los hipócritas , que oran de pie en las esquinas y en las sinagogas para que todo el mundo los vea . Les aseguro que aparte de eso , no tendrán más recompensa .
NBV	Mateo	6	7	» Cuando estén orando , no hagan como los paganos que se ponen a repetir la misma oración , porque piensan que mientras más palabras usen más los va a escuchar Dios .
NBV	Mateo	6	8	No los imiten . Dios Padre sabe exactamente lo que ustedes necesitan antes que se lo pidan .
NBV	Mateo	6	9	Ustedes oren así : “ Padre nuestro que estás en los cielos , santificado sea tu nombre .
NBV	Mateo	6	10	Venga tu reino y cúmplase en la tierra tu voluntad como se cumple en el cielo .
NBV	Mateo	6	11	Danos hoy los alimentos que necesitamos ,
NBV	Mateo	6	12	y perdona nuestros pecados , así como nosotros perdonamos a los que nos han hecho mal .
NBV	Mateo	6	13	No nos metas en tentación , mas líbranos del mal , porque tuyo es el reino , el poder y la gloria para siempre . Amén ” .
NBV	Mateo	6	14	» Su Padre celestial los perdonará si perdonan a los que les hacen mal ;
NBV	Mateo	6	15	pero si se niegan a perdonarlos , su Padre no los perdonará a ustedes . El ayuno
NBV	Mateo	6	16	» Cuando ustedes ayunen , no lo hagan en público como los hipócritas , que tratan de aparentar que están pálidos y desaliñados para que la gente se dé cuenta de que ayunaron . Les aseguro que , aparte de esto , no tendrán más recompensa .
NBV	Mateo	6	17	Pero cuando ustedes ayunen , lávense la cara y arréglense ,
NBV	Mateo	6	18	para que nadie , excepto el Padre que ve lo secreto , se dé cuenta de que están ayunando . Y el Padre , que conoce lo secreto , los recompensará . Tesoros en el cielo
NBV	Mateo	6	19	» No acumulen tesoros en la tierra , donde la polilla y la herrumbre echan a perder las cosas y donde los ladrones roban .
NBV	Mateo	6	20	¡Háganse tesoros en el cielo , donde no hay polilla ni herrumbre que puedan corromper , ni ladrones que les roben ! ,
NBV	Mateo	6	21	pues donde esté tu tesoro , allí también estará tu corazón .
NBV	Mateo	6	22	» Los ojos son la lámpara del cuerpo . Si tu ojo es bondadoso , andarás en la luz ;
NBV	Mateo	6	23	pero si tu ojo es maligno , estarás sumido en la oscuridad . Y si tu luz no es más que oscuridad , tu oscuridad ¡qué negra debe ser !
NBV	Mateo	6	24	» Nadie puede servir a dos amos . No puedes servir a Dios y al dinero , pues amarás a uno y odiarás al otro , o servirás a uno y despreciarás al otro . De nada sirve preocuparse
NBV	Mateo	6	25	» Por ello les aconsejo que no se preocupen por la comida , la bebida o la ropa . ¡Es mucho más importante tener vida y un cuerpo , que tener qué comer y qué vestir !
NBV	Mateo	6	26	Fíjense en los pájaros , que no siembran ni cosechan ni andan guardando comida , y el Padre celestial los alimenta . ¡Para él ustedes valen más que cualquier ave !
NBV	Mateo	6	27	Además , ¿qué gana uno con preocuparse ? ; ¿podemos acaso alargar nuestra vida aunque sea una hora ?
NBV	Mateo	6	28	¿Para qué preocuparse de la ropa ? ¡Miren los lirios del campo , que no tejen su propia ropa ,
NBV	Mateo	6	29	y ni aun Salomón con todo su esplendor se vistió jamás con tanta belleza .
NBV	Mateo	6	30	Si Dios cuida tan admirablemente las flores , que hoy están aquí y mañana se queman en el fuego , ¿no los cuidará mucho más a ustedes , hombres de poca fe ?
NBV	Mateo	6	31	Por eso , no se anden preocupando por la comida o por la ropa .
NBV	Mateo	6	32	¡Los paganos son los que siempre se andan preocupando de esas cosas ! Recuerden que su Padre celestial sabe lo que necesitan .
NBV	Mateo	6	33	Lo más importante es que primero busquen el reino de Dios y hagan lo que es justo . Así , Dios les proporcionará todo lo que necesiten .
NBV	Mateo	6	34	No se preocupen por lo que sucederá mañana , pues mañana tendrán tiempo para hacerlo . Ya tienen suficiente con los problemas de hoy . Nueva Biblia Viva , ©
NBV	Mateo	6	2006	,
NBV	Mateo	6	2008	por Biblica , Inc.® Usado con permiso de Biblica , Inc.® Reservados todos los derechos en todo el mundo .
NBV	Mateo	7	7	» Pidan y se les concederá lo que pidan . Busquen y hallarán . Toquen y se les abrirá la puerta .
NBV	Mateo	7	2	porque de la manera como juzguen a otros , así Dios los juzgará a ustedes ; Dios los va a tratar de la misma forma en que ustedes traten a los demás .
NBV	Mateo	7	3	¿Cómo te atreves a mirar la paja que está en el ojo de tu hermano , si tienes una viga en el tuyo ?
NBV	Mateo	7	4	¿Cómo le pedirás a tu amigo que te deje sacarle la paja que tiene en su ojo , si la viga que tienes en el tuyo no te deja ver ?
NBV	Mateo	7	5	¡Hipócrita ! Sácate primero la viga que tienes en tu ojo , para que puedas ver bien cuando estés sacando la paja del ojo de tu hermano .
NBV	Mateo	7	6	» No le den lo que es santo a los perros , ni echen perlas delante de los puercos ; porque son capaces de pisotearlas y luego dar media vuelta y atacarlos a ustedes . Pidan , busquen , llamen
NBV	Mateo	7	8	Porque todo el que pide , recibe ; y el que busca , halla ; y al que llama , se le abrirá .
NBV	Mateo	7	9	¿Si su hijo le pide pan , ¿quién de ustedes será capaz de darle una piedra ?
NBV	Mateo	7	10	Y si le pide pescado , seguro que no le dará una serpiente venenosa , ¿verdad ?
NBV	Mateo	7	11	Pues si ustedes que son malos saben dar buenas cosas a sus hijos , ¡cuánto más su Padre que está en los cielos dará buenas cosas a los que se las pidan !
NBV	Mateo	7	12	» Haz a otros todo lo que quieras que te hagan a ti . En esto se resumen las enseñanzas de la ley y de los profetas . La puerta estrecha y la puerta ancha
NBV	Mateo	7	13	» Entren por la puerta estrecha , porque ancha es la puerta y espacioso el camino que conducen a la perdición ; por eso muchísimas personas los prefieren .
NBV	Mateo	7	14	En cambio , estrecha es la puerta y angosto el camino que conducen a la vida , y muy pocas personas los hallan . El árbol y sus frutos
NBV	Mateo	7	15	» Cuídense de los falsos maestros que se les acercan disfrazados de ovejas , pero en realidad son lobos capaces de destrozarlos .
NBV	Mateo	7	16	De la misma manera que uno puede identificar un árbol por los frutos que lleva , así podrán identificar a esos falsos profetas por la forma en que se comportan . ¿Quién confunde una vid con un espino o una higuera con abrojos ?
NBV	Mateo	7	17	El buen árbol produce buenos frutos ; y el malo , malos frutos .
NBV	Mateo	7	18	Es imposible que un buen árbol produzca frutos desagradables . Por otro lado , es imposible que un mal árbol produzca buenos frutos .
NBV	Mateo	7	19	Por eso los árboles que dan malos frutos se cortan y se queman .
NBV	Mateo	7	20	Igualmente , una persona se conoce por las acciones que realiza .
NBV	Mateo	7	21	» No todos los que se dirijan a mí llamándome “ Señor , Señor ” , entrarán en el reino de los cielos . Allí sólo entrarán los que obedezcan a mi Padre que está en el cielo .
NBV	Mateo	7	22	El día del juicio muchos me dirán : “ Señor , nosotros predicamos en tu nombre , y en tu nombre echamos fuera demonios y realizamos muchísimos milagros ” .
NBV	Mateo	7	23	Pero yo les responderé : “ A ustedes nunca los conocí . Apártense de mí , porque sus obras son malignas ” . El prudente y el insensato
NBV	Mateo	7	24	» Todo el que presta atención a mis enseñanzas y las pone en práctica es tan sabio como el hombre que edificó su casa sobre una roca bien firme .
NBV	Mateo	7	25	Cuando llegaron las lluvias , las inundaciones y los huracanes , la casa no se derrumbó porque estaba edificada sobre roca .
NBV	Mateo	7	26	Pero el que oye mis enseñanzas y no las pone en práctica , es como el tonto que edificó su casa sobre la arena .
NBV	Mateo	7	27	Cuando llegaron las lluvias , las inundaciones y los fuertes vientos , la casa se derrumbó y su ruina fue irreparable » .
NBV	Mateo	7	28	Cuando Jesús terminó de impartir estas enseñanzas , la multitud que lo había escuchado quedó admirada ,
NBV	Mateo	7	29	porque enseñaba como alguien que tiene gran autoridad y no como los escribas . Nueva Biblia Viva , ©
NBV	Mateo	7	2006	,
NBV	Mateo	7	2008	por Biblica , Inc.® Usado con permiso de Biblica , Inc.® Reservados todos los derechos en todo el mundo .
NBV	Mateo	8	8	―Señor —le dijo entonces el capitán— , no soy digno de que vayas a mi casa . Desde aquí mismo puedes ordenar que se sane mi criado y se sanará .
NBV	Mateo	8	2	cuando , de pronto , un leproso se le acercó y se puso de rodillas ante él . ―Señor —suplicó el leproso— , si quieres , puedes curarme .
NBV	Mateo	8	3	Jesús , extendiendo la mano , lo tocó y le dijo : ―Quiero . ¡Ya estás curado ! E instantáneamente la lepra desapareció .
NBV	Mateo	8	4	―No te detengas a conversar con nadie —le ordenó entonces Jesús— . Ve en seguida a que el sacerdote te examine y presenta la ofrenda que requiere la ley de Moisés , para que les conste que ya estás bien . La fe del centurión
NBV	Mateo	8	5	Cuando Jesús llegó a Capernaúm , un capitán del ejército romano se le acercó y le rogó
NBV	Mateo	8	6	que sanara a un sirviente que estaba en cama paralítico y que sufría mucho .
NBV	Mateo	8	7	Le respondió Jesús : ―Iré a sanarlo .
NBV	Mateo	8	9	Lo sé , porque estoy acostumbrado a obedecer las órdenes de mis superiores ; además , si yo le digo a alguno de mis soldados que vaya a algún lugar , va ; y si le digo que venga , viene ; y si le digo a mi esclavo que haga esto o aquello , lo hace .
NBV	Mateo	8	10	Al oír esto , Jesús se maravilló y les dijo a quienes lo seguían : ―¡En todo Israel no he hallado una fe tan grande como la de este hombre !
NBV	Mateo	8	11	Óiganme lo que les digo : Muchos gentiles , al igual que este soldado romano , irán de todas partes del mundo a sentarse en el reino de los cielos con Abraham , Isaac y Jacob .
