estilo	livro	capitulo	versiculo	texto
NGU-DE	1%20Mose	1	142	""
NGU-DE	1%20Mose	1	143	""
NGU-DE	1%20Mose	1	144	""
NGU-DE	1%20Mose	1	145	""
NGU-DE	1%20Mose	1	146	""
NGU-DE	1%20Mose	1	147	""
NGU-DE	1%20Mose	1	148	""
NGU-DE	1%20Mose	1	149	""
NGU-DE	1%20Mose	1	150	&#124; &#124; Matthäus &#124; &#124;
NGU-DE	1%20Mose	1	2011	by Geneva Bible Society
NGU-DE	1%20Mose	2	1	""
NGU-DE	1%20Mose	2	2	""
NGU-DE	1%20Mose	2	3	""
NGU-DE	1%20Mose	2	4	""
NGU-DE	1%20Mose	2	5	""
NGU-DE	1%20Mose	2	6	""
NGU-DE	1%20Mose	2	7	""
NGU-DE	1%20Mose	2	8	""
NGU-DE	1%20Mose	2	9	""
NGU-DE	1%20Mose	2	10	""
NGU-DE	1%20Mose	2	11	""
NGU-DE	1%20Mose	2	12	""
NGU-DE	1%20Mose	2	13	""
NGU-DE	1%20Mose	2	14	""
NGU-DE	1%20Mose	2	15	""
NGU-DE	1%20Mose	2	16	""
NGU-DE	1%20Mose	2	17	""
NGU-DE	1%20Mose	2	18	""
NGU-DE	1%20Mose	2	19	""
NGU-DE	1%20Mose	2	20	""
NGU-DE	1%20Mose	2	21	""
NGU-DE	1%20Mose	2	22	&#124; Copyright ©
NGU-DE	1%20Mose	2	23	""
NGU-DE	1%20Mose	2	24	""
NGU-DE	1%20Mose	2	25	""
NGU-DE	1%20Mose	2	26	""
NGU-DE	1%20Mose	2	27	""
NGU-DE	1%20Mose	2	28	&#124; &#124; Römer &#124; &#124;
NGU-DE	1%20Mose	2	29	""
NGU-DE	1%20Mose	2	30	""
NGU-DE	1%20Mose	2	31	""
NGU-DE	1%20Mose	2	32	""
NGU-DE	1%20Mose	2	33	""
NGU-DE	1%20Mose	2	34	""
NGU-DE	1%20Mose	2	35	""
NGU-DE	1%20Mose	2	36	""
NGU-DE	1%20Mose	2	37	""
NGU-DE	1%20Mose	2	38	""
NGU-DE	1%20Mose	2	39	""
NGU-DE	1%20Mose	2	40	""
NGU-DE	1%20Mose	2	41	""
NGU-DE	1%20Mose	2	42	""
NGU-DE	1%20Mose	2	43	""
NGU-DE	1%20Mose	2	44	""
NGU-DE	1%20Mose	2	45	""
NGU-DE	1%20Mose	2	46	""
NGU-DE	1%20Mose	2	47	""
NGU-DE	1%20Mose	2	48	""
NGU-DE	1%20Mose	2	49	""
NGU-DE	1%20Mose	2	50	""
NGU-DE	1%20Mose	2	51	""
NGU-DE	1%20Mose	2	52	""
NGU-DE	1%20Mose	2	53	""
NGU-DE	1%20Mose	2	54	""
NGU-DE	1%20Mose	2	55	""
NGU-DE	1%20Mose	2	56	""
NGU-DE	1%20Mose	2	57	""
NGU-DE	1%20Mose	2	58	""
NGU-DE	1%20Mose	2	59	""
NGU-DE	1%20Mose	2	60	""
NGU-DE	1%20Mose	2	61	""
NGU-DE	1%20Mose	2	62	""
NGU-DE	1%20Mose	2	63	""
NGU-DE	1%20Mose	2	64	""
NGU-DE	1%20Mose	2	65	""
NGU-DE	1%20Mose	2	66	""
NGU-DE	1%20Mose	2	67	""
NGU-DE	1%20Mose	2	68	""
NGU-DE	1%20Mose	2	69	""
NGU-DE	1%20Mose	2	70	""
NGU-DE	1%20Mose	2	71	""
NGU-DE	1%20Mose	2	72	""
NGU-DE	1%20Mose	2	73	""
NGU-DE	1%20Mose	2	74	""
NGU-DE	1%20Mose	2	75	""
NGU-DE	1%20Mose	2	76	""
NGU-DE	1%20Mose	2	77	""
NGU-DE	1%20Mose	2	78	""
NGU-DE	1%20Mose	2	79	""
NGU-DE	1%20Mose	2	80	""
NGU-DE	1%20Mose	2	81	""
NGU-DE	1%20Mose	2	82	""
NGU-DE	1%20Mose	2	83	""
NGU-DE	1%20Mose	2	84	""
NGU-DE	1%20Mose	2	85	""
NGU-DE	1%20Mose	2	86	""
NGU-DE	1%20Mose	2	87	""
NGU-DE	1%20Mose	2	88	""
NGU-DE	1%20Mose	2	89	""
NGU-DE	1%20Mose	2	90	""
NGU-DE	1%20Mose	2	91	""
NGU-DE	1%20Mose	2	92	""
NGU-DE	1%20Mose	2	93	""
NGU-DE	1%20Mose	2	94	""
NGU-DE	1%20Mose	2	95	""
NGU-DE	1%20Mose	2	96	""
NGU-DE	1%20Mose	2	97	""
NGU-DE	1%20Mose	2	98	""
NGU-DE	1%20Mose	2	99	""
NGU-DE	1%20Mose	2	100	""
NGU-DE	1%20Mose	2	101	""
NGU-DE	1%20Mose	2	102	""
NGU-DE	1%20Mose	2	103	""
NGU-DE	1%20Mose	2	104	""
NGU-DE	1%20Mose	2	105	""
NGU-DE	1%20Mose	2	106	""
NGU-DE	1%20Mose	2	107	""
NGU-DE	1%20Mose	2	108	""
NGU-DE	1%20Mose	2	109	""
NGU-DE	1%20Mose	2	110	""
NGU-DE	1%20Mose	2	111	""
NGU-DE	1%20Mose	2	112	""
NGU-DE	1%20Mose	2	113	""
NGU-DE	1%20Mose	2	114	""
NGU-DE	1%20Mose	2	115	""
NGU-DE	1%20Mose	2	116	""
NGU-DE	1%20Mose	2	117	""
NGU-DE	1%20Mose	2	118	""
NGU-DE	1%20Mose	2	119	""
NGU-DE	1%20Mose	2	120	""
NGU-DE	1%20Mose	2	121	""
NGU-DE	1%20Mose	2	122	""
NGU-DE	1%20Mose	2	123	""
NGU-DE	1%20Mose	2	124	""
NGU-DE	1%20Mose	2	125	""
NGU-DE	1%20Mose	2	126	""
NGU-DE	1%20Mose	2	127	""
NGU-DE	1%20Mose	2	128	""
NGU-DE	1%20Mose	2	129	""
NGU-DE	1%20Mose	2	130	""
NGU-DE	1%20Mose	2	131	""
NGU-DE	1%20Mose	2	132	""
NGU-DE	1%20Mose	2	133	""
NGU-DE	1%20Mose	2	134	""
NGU-DE	1%20Mose	2	135	""
NGU-DE	1%20Mose	2	136	""
NGU-DE	1%20Mose	2	137	""
NGU-DE	1%20Mose	2	138	""
NGU-DE	1%20Mose	2	139	""
NGU-DE	1%20Mose	2	140	""
NGU-DE	1%20Mose	2	141	""
NGU-DE	1%20Mose	2	142	""
NGU-DE	1%20Mose	2	143	""
NGU-DE	1%20Mose	2	144	""
NGU-DE	1%20Mose	2	145	""
NGU-DE	1%20Mose	2	146	""
NGU-DE	1%20Mose	2	147	""
NGU-DE	1%20Mose	2	148	""
NGU-DE	1%20Mose	2	149	""
NGU-DE	1%20Mose	2	150	&#124; &#124; Matthäus &#124; &#124;
NGU-DE	1%20Mose	2	2011	by Geneva Bible Society
NGU-DE	1%20Mose	3	1	""
NGU-DE	1%20Mose	3	2	""
NGU-DE	1%20Mose	3	3	""
NGU-DE	1%20Mose	3	4	""
NGU-DE	1%20Mose	3	5	""
NGU-DE	1%20Mose	3	6	""
NGU-DE	1%20Mose	3	7	""
NGU-DE	1%20Mose	3	8	""
NGU-DE	1%20Mose	3	9	""
NGU-DE	1%20Mose	3	10	""
NGU-DE	1%20Mose	3	11	""
NGU-DE	1%20Mose	3	12	""
NGU-DE	1%20Mose	3	13	""
NGU-DE	1%20Mose	3	14	""
NGU-DE	1%20Mose	3	15	""
NGU-DE	1%20Mose	3	16	""
NGU-DE	1%20Mose	3	17	""
NGU-DE	1%20Mose	3	18	""
NGU-DE	1%20Mose	3	19	""
NGU-DE	1%20Mose	3	20	""
NGU-DE	1%20Mose	3	21	""
NGU-DE	1%20Mose	3	22	&#124; Copyright ©
NGU-DE	1%20Mose	3	23	""
NGU-DE	1%20Mose	3	24	""
NGU-DE	1%20Mose	3	25	""
NGU-DE	1%20Mose	3	26	""
NGU-DE	1%20Mose	3	27	""
NGU-DE	1%20Mose	3	28	&#124; &#124; Römer &#124; &#124;
NGU-DE	1%20Mose	3	29	""
NGU-DE	1%20Mose	3	30	""
NGU-DE	1%20Mose	3	31	""
NGU-DE	1%20Mose	3	32	""
NGU-DE	1%20Mose	3	33	""
NGU-DE	1%20Mose	3	34	""
NGU-DE	1%20Mose	3	35	""
NGU-DE	1%20Mose	3	36	""
NGU-DE	1%20Mose	3	37	""
NGU-DE	1%20Mose	3	38	""
NGU-DE	1%20Mose	3	39	""
NGU-DE	1%20Mose	3	40	""
NGU-DE	1%20Mose	3	41	""
NGU-DE	1%20Mose	3	42	""
NGU-DE	1%20Mose	3	43	""
NGU-DE	1%20Mose	3	44	""
NGU-DE	1%20Mose	3	45	""
NGU-DE	1%20Mose	3	46	""
NGU-DE	1%20Mose	3	47	""
NGU-DE	1%20Mose	3	48	""
NGU-DE	1%20Mose	3	49	""
NGU-DE	1%20Mose	3	50	""
NGU-DE	1%20Mose	3	51	""
NGU-DE	1%20Mose	3	52	""
NGU-DE	1%20Mose	3	53	""
NGU-DE	1%20Mose	3	54	""
NGU-DE	1%20Mose	3	55	""
NGU-DE	1%20Mose	3	56	""
NGU-DE	1%20Mose	3	57	""
NGU-DE	1%20Mose	3	58	""
NGU-DE	1%20Mose	3	59	""
NGU-DE	1%20Mose	3	60	""
NGU-DE	1%20Mose	3	61	""
NGU-DE	1%20Mose	3	62	""
NGU-DE	1%20Mose	3	63	""
NGU-DE	1%20Mose	3	64	""
NGU-DE	1%20Mose	3	65	""
NGU-DE	1%20Mose	3	66	""
NGU-DE	1%20Mose	3	67	""
NGU-DE	1%20Mose	3	68	""
NGU-DE	1%20Mose	3	69	""
NGU-DE	1%20Mose	3	70	""
NGU-DE	1%20Mose	3	71	""
NGU-DE	1%20Mose	3	72	""
NGU-DE	1%20Mose	3	73	""
NGU-DE	1%20Mose	3	74	""
NGU-DE	1%20Mose	3	75	""
NGU-DE	1%20Mose	3	76	""
NGU-DE	1%20Mose	3	77	""
NGU-DE	1%20Mose	3	78	""
NGU-DE	1%20Mose	3	79	""
NGU-DE	1%20Mose	3	80	""
NGU-DE	1%20Mose	3	81	""
NGU-DE	1%20Mose	3	82	""
NGU-DE	1%20Mose	3	83	""
NGU-DE	1%20Mose	3	84	""
NGU-DE	1%20Mose	3	85	""
NGU-DE	1%20Mose	3	86	""
NGU-DE	1%20Mose	3	87	""
NGU-DE	1%20Mose	3	88	""
NGU-DE	1%20Mose	3	89	""
NGU-DE	1%20Mose	3	90	""
NGU-DE	1%20Mose	3	91	""
NGU-DE	1%20Mose	3	92	""
NGU-DE	1%20Mose	3	93	""
NGU-DE	1%20Mose	3	94	""
NGU-DE	1%20Mose	3	95	""
NGU-DE	1%20Mose	3	96	""
NGU-DE	1%20Mose	3	97	""
NGU-DE	1%20Mose	3	98	""
NGU-DE	1%20Mose	3	99	""
NGU-DE	1%20Mose	3	100	""
NGU-DE	1%20Mose	3	101	""
NGU-DE	1%20Mose	3	102	""
NGU-DE	1%20Mose	3	103	""
NGU-DE	1%20Mose	3	104	""
NGU-DE	1%20Mose	3	105	""
NGU-DE	1%20Mose	3	106	""
NGU-DE	1%20Mose	3	107	""
NGU-DE	1%20Mose	3	108	""
NGU-DE	1%20Mose	3	109	""
NGU-DE	1%20Mose	3	110	""
NGU-DE	1%20Mose	3	111	""
NGU-DE	1%20Mose	3	112	""
NGU-DE	1%20Mose	3	113	""
NGU-DE	1%20Mose	3	114	""
NGU-DE	1%20Mose	3	115	""
NGU-DE	1%20Mose	3	116	""
NGU-DE	1%20Mose	3	117	""
NGU-DE	1%20Mose	3	118	""
NGU-DE	1%20Mose	3	119	""
NGU-DE	1%20Mose	3	120	""
NGU-DE	1%20Mose	3	121	""
NGU-DE	1%20Mose	3	122	""
NGU-DE	1%20Mose	3	123	""
NGU-DE	1%20Mose	3	124	""
NGU-DE	1%20Mose	3	125	""
NGU-DE	1%20Mose	3	126	""
NGU-DE	1%20Mose	3	127	""
NGU-DE	1%20Mose	3	128	""
NGU-DE	1%20Mose	3	129	""
NGU-DE	1%20Mose	3	130	""
NGU-DE	1%20Mose	3	131	""
NGU-DE	1%20Mose	3	132	""
NGU-DE	1%20Mose	3	133	""
NGU-DE	1%20Mose	3	134	""
NGU-DE	1%20Mose	3	135	""
NGU-DE	1%20Mose	3	136	""
NGU-DE	1%20Mose	3	137	""
NGU-DE	1%20Mose	3	138	""
NGU-DE	1%20Mose	3	139	""
NGU-DE	1%20Mose	3	140	""
NGU-DE	1%20Mose	3	141	""
NGU-DE	1%20Mose	3	142	""
NGU-DE	1%20Mose	3	143	""
NGU-DE	1%20Mose	3	144	""
NGU-DE	1%20Mose	3	145	""
NGU-DE	1%20Mose	3	146	""
NGU-DE	1%20Mose	3	147	""
NGU-DE	1%20Mose	3	148	""
NGU-DE	1%20Mose	3	149	""
NGU-DE	1%20Mose	3	150	&#124; &#124; Matthäus &#124; &#124;
NGU-DE	1%20Mose	3	2011	by Geneva Bible Society
NGU-DE	1%20Mose	4	1	""
NGU-DE	1%20Mose	4	2	""
NGU-DE	1%20Mose	4	3	""
NGU-DE	1%20Mose	4	4	""
NGU-DE	1%20Mose	4	5	""
NGU-DE	1%20Mose	4	6	""
NGU-DE	1%20Mose	4	7	""
NGU-DE	1%20Mose	4	8	""
NGU-DE	1%20Mose	4	9	""
NGU-DE	1%20Mose	4	10	""
NGU-DE	1%20Mose	4	11	""
NGU-DE	1%20Mose	4	12	""
NGU-DE	1%20Mose	4	13	""
NGU-DE	1%20Mose	4	14	""
NGU-DE	1%20Mose	4	15	""
NGU-DE	1%20Mose	4	16	""
NGU-DE	1%20Mose	4	17	""
NGU-DE	1%20Mose	4	18	""
NGU-DE	1%20Mose	4	19	""
NGU-DE	1%20Mose	4	20	""
NGU-DE	1%20Mose	4	21	""
NGU-DE	1%20Mose	4	22	&#124; Copyright ©
NGU-DE	1%20Mose	4	23	""
NGU-DE	1%20Mose	4	24	""
NGU-DE	1%20Mose	4	25	""
NGU-DE	1%20Mose	4	26	""
NGU-DE	1%20Mose	4	27	""
NGU-DE	1%20Mose	4	28	&#124; &#124; Römer &#124; &#124;
NGU-DE	1%20Mose	4	29	""
NGU-DE	1%20Mose	4	30	""
NGU-DE	1%20Mose	4	31	""
NGU-DE	1%20Mose	4	32	""
NGU-DE	1%20Mose	4	33	""
NGU-DE	1%20Mose	4	34	""
NGU-DE	1%20Mose	4	35	""
NGU-DE	1%20Mose	4	36	""
NGU-DE	1%20Mose	4	37	""
NGU-DE	1%20Mose	4	38	""
NGU-DE	1%20Mose	4	39	""
NGU-DE	1%20Mose	4	40	""
NGU-DE	1%20Mose	4	41	""
NGU-DE	1%20Mose	4	42	""
NGU-DE	1%20Mose	4	43	""
NGU-DE	1%20Mose	4	44	""
NGU-DE	1%20Mose	4	45	""
NGU-DE	1%20Mose	4	46	""
NGU-DE	1%20Mose	4	47	""
NGU-DE	1%20Mose	4	48	""
NGU-DE	1%20Mose	4	49	""
NGU-DE	1%20Mose	4	50	""
NGU-DE	1%20Mose	4	51	""
NGU-DE	1%20Mose	4	52	""
NGU-DE	1%20Mose	4	53	""
NGU-DE	1%20Mose	4	54	""
NGU-DE	1%20Mose	4	55	""
NGU-DE	1%20Mose	4	56	""
NGU-DE	1%20Mose	4	57	""
NGU-DE	1%20Mose	4	58	""
NGU-DE	1%20Mose	4	59	""
NGU-DE	1%20Mose	4	60	""
NGU-DE	1%20Mose	4	61	""
NGU-DE	1%20Mose	4	62	""
NGU-DE	1%20Mose	4	63	""
NGU-DE	1%20Mose	4	64	""
NGU-DE	1%20Mose	4	65	""
NGU-DE	1%20Mose	4	66	""
NGU-DE	1%20Mose	4	67	""
NGU-DE	1%20Mose	4	68	""
NGU-DE	1%20Mose	4	69	""
NGU-DE	1%20Mose	4	70	""
NGU-DE	1%20Mose	4	71	""
NGU-DE	1%20Mose	4	72	""
NGU-DE	1%20Mose	4	73	""
NGU-DE	1%20Mose	4	74	""
NGU-DE	1%20Mose	4	75	""
NGU-DE	1%20Mose	4	76	""
NGU-DE	1%20Mose	4	77	""
NGU-DE	1%20Mose	4	78	""
NGU-DE	1%20Mose	4	79	""
NGU-DE	1%20Mose	4	80	""
NGU-DE	1%20Mose	4	81	""
NGU-DE	1%20Mose	4	82	""
NGU-DE	1%20Mose	4	83	""
NGU-DE	1%20Mose	4	84	""
NGU-DE	1%20Mose	4	85	""
NGU-DE	1%20Mose	4	86	""
NGU-DE	1%20Mose	4	87	""
NGU-DE	1%20Mose	4	88	""
NGU-DE	1%20Mose	4	89	""
NGU-DE	1%20Mose	4	90	""
NGU-DE	1%20Mose	4	91	""
NGU-DE	1%20Mose	4	92	""
NGU-DE	1%20Mose	4	93	""
NGU-DE	1%20Mose	4	94	""
NGU-DE	1%20Mose	4	95	""
NGU-DE	1%20Mose	4	96	""
NGU-DE	1%20Mose	4	97	""
NGU-DE	1%20Mose	4	98	""
NGU-DE	1%20Mose	4	99	""
NGU-DE	1%20Mose	4	100	""
NGU-DE	1%20Mose	4	101	""
NGU-DE	1%20Mose	4	102	""
NGU-DE	1%20Mose	4	103	""
NGU-DE	1%20Mose	4	104	""
NGU-DE	1%20Mose	4	105	""
NGU-DE	1%20Mose	4	106	""
NGU-DE	1%20Mose	4	107	""
NGU-DE	1%20Mose	4	108	""
NGU-DE	1%20Mose	4	109	""
NGU-DE	1%20Mose	4	110	""
NGU-DE	1%20Mose	4	111	""
NGU-DE	1%20Mose	4	112	""
NGU-DE	1%20Mose	4	113	""
NGU-DE	1%20Mose	4	114	""
NGU-DE	1%20Mose	4	115	""
NGU-DE	1%20Mose	4	116	""
NGU-DE	1%20Mose	4	117	""
NGU-DE	1%20Mose	4	118	""
NGU-DE	1%20Mose	4	119	""
NGU-DE	1%20Mose	4	120	""
NGU-DE	1%20Mose	4	121	""
NGU-DE	1%20Mose	4	122	""
NGU-DE	1%20Mose	4	123	""
NGU-DE	1%20Mose	4	124	""
NGU-DE	1%20Mose	4	125	""
NGU-DE	1%20Mose	4	126	""
NGU-DE	1%20Mose	4	127	""
NGU-DE	1%20Mose	4	128	""
NGU-DE	1%20Mose	4	129	""
NGU-DE	1%20Mose	4	130	""
NGU-DE	1%20Mose	4	131	""
NGU-DE	1%20Mose	4	132	""
NGU-DE	1%20Mose	4	133	""
NGU-DE	1%20Mose	4	134	""
NGU-DE	1%20Mose	4	135	""
NGU-DE	1%20Mose	4	136	""
NGU-DE	1%20Mose	4	137	""
NGU-DE	1%20Mose	4	138	""
NGU-DE	1%20Mose	4	139	""
NGU-DE	1%20Mose	4	140	""
NGU-DE	1%20Mose	4	141	""
NGU-DE	1%20Mose	4	142	""
NGU-DE	1%20Mose	4	143	""
NGU-DE	1%20Mose	4	144	""
NGU-DE	1%20Mose	4	145	""
NGU-DE	1%20Mose	4	146	""
NGU-DE	1%20Mose	4	147	""
NGU-DE	1%20Mose	4	148	""
NGU-DE	1%20Mose	4	149	""
NGU-DE	1%20Mose	4	150	&#124; &#124; Matthäus &#124; &#124;
NGU-DE	1%20Mose	4	2011	by Geneva Bible Society
NGU-DE	1%20Mose	5	1	""
NGU-DE	1%20Mose	5	2	""
NGU-DE	1%20Mose	5	3	""
NGU-DE	1%20Mose	5	4	""
NGU-DE	1%20Mose	5	5	""
NGU-DE	1%20Mose	5	6	""
NGU-DE	1%20Mose	5	7	""
NGU-DE	1%20Mose	5	8	""
NGU-DE	1%20Mose	5	9	""
NGU-DE	1%20Mose	5	10	""
NGU-DE	1%20Mose	5	11	""
NGU-DE	1%20Mose	5	12	""
NGU-DE	1%20Mose	5	13	""
NGU-DE	1%20Mose	5	14	""
NGU-DE	1%20Mose	5	15	""
NGU-DE	1%20Mose	5	16	""
NGU-DE	1%20Mose	5	17	""
NGU-DE	1%20Mose	5	18	""
NGU-DE	1%20Mose	5	19	""
NGU-DE	1%20Mose	5	20	""
NGU-DE	1%20Mose	5	21	""
NGU-DE	1%20Mose	5	22	&#124; Copyright ©
NGU-DE	1%20Mose	5	23	""
NGU-DE	1%20Mose	5	24	""
NGU-DE	1%20Mose	5	25	""
NGU-DE	1%20Mose	5	26	""
NGU-DE	1%20Mose	5	27	""
NGU-DE	1%20Mose	5	28	&#124; &#124; Römer &#124; &#124;
NGU-DE	1%20Mose	5	29	""
NGU-DE	1%20Mose	5	30	""
NGU-DE	1%20Mose	5	31	""
NGU-DE	1%20Mose	5	32	""
NGU-DE	1%20Mose	5	33	""
NGU-DE	1%20Mose	5	34	""
NGU-DE	1%20Mose	5	35	""
NGU-DE	1%20Mose	5	36	""
NGU-DE	1%20Mose	5	37	""
NGU-DE	1%20Mose	5	38	""
NGU-DE	1%20Mose	5	39	""
NGU-DE	1%20Mose	5	40	""
NGU-DE	1%20Mose	5	41	""
NGU-DE	1%20Mose	5	42	""
NGU-DE	1%20Mose	5	43	""
NGU-DE	1%20Mose	5	44	""
NGU-DE	1%20Mose	5	45	""
NGU-DE	1%20Mose	5	46	""
NGU-DE	1%20Mose	5	47	""
NGU-DE	1%20Mose	5	48	""
NGU-DE	1%20Mose	5	49	""
NGU-DE	1%20Mose	5	50	""
NGU-DE	1%20Mose	5	51	""
NGU-DE	1%20Mose	5	52	""
NGU-DE	1%20Mose	5	53	""
NGU-DE	1%20Mose	5	54	""
NGU-DE	1%20Mose	5	55	""
NGU-DE	1%20Mose	5	56	""
NGU-DE	1%20Mose	5	57	""
NGU-DE	1%20Mose	5	58	""
NGU-DE	1%20Mose	5	59	""
NGU-DE	1%20Mose	5	60	""
NGU-DE	1%20Mose	5	61	""
NGU-DE	1%20Mose	5	62	""
NGU-DE	1%20Mose	5	63	""
NGU-DE	1%20Mose	5	64	""
NGU-DE	1%20Mose	5	65	""
NGU-DE	1%20Mose	5	66	""
NGU-DE	1%20Mose	5	67	""
NGU-DE	1%20Mose	5	68	""
NGU-DE	1%20Mose	5	69	""
NGU-DE	1%20Mose	5	70	""
NGU-DE	1%20Mose	5	71	""
NGU-DE	1%20Mose	5	72	""
NGU-DE	1%20Mose	5	73	""
NGU-DE	1%20Mose	5	74	""
NGU-DE	1%20Mose	5	75	""
NGU-DE	1%20Mose	5	76	""
NGU-DE	1%20Mose	5	77	""
NGU-DE	1%20Mose	5	78	""
NGU-DE	1%20Mose	5	79	""
NGU-DE	1%20Mose	5	80	""
NGU-DE	1%20Mose	5	81	""
